"playerID","AB_2021","AB_2020","H_2021","H_2020","BA_2021","BA_2020"
"tsutsyo01",230,157,50,31,0.217391304347826,0.197452229299363
"tuckeco01",117,109,26,24,0.222222222222222,0.220183486238532
"tuckeky01",506,209,149,56,0.294466403162055,0.267942583732057
"turneju01",533,150,148,46,0.277673545966229,0.306666666666667
"turnetr01",595,233,195,78,0.327731092436975,0.334763948497854
"uptonju01",318,147,67,30,0.210691823899371,0.204081632653061
"uriaslu01",490,109,122,26,0.248979591836735,0.238532110091743
"urshegi01",420,151,112,45,0.266666666666667,0.298013245033113
"valaipa01",259,141,52,39,0.200772200772201,0.276595744680851
"vanmejo01",274,70,58,9,0.211678832116788,0.128571428571429
"vargail01",77,51,12,10,0.155844155844156,0.196078431372549
"varshda01",284,101,70,19,0.246478873239437,0.188118811881188
"vazquch01",458,173,118,49,0.25764192139738,0.283236994219653
"velazan01",67,63,15,10,0.223880597014925,0.158730158730159
"verdual01",544,201,157,62,0.288602941176471,0.308457711442786
"villajo01",454,185,113,43,0.248898678414097,0.232432432432432
"vogelda01",215,115,47,24,0.218604651162791,0.208695652173913
"vogtst01",210,72,41,12,0.195238095238095,0.166666666666667
"voitlu01",213,213,51,59,0.23943661971831,0.276995305164319
"vottojo01",448,186,119,42,0.265625,0.225806451612903
"wadety01",127,88,34,15,0.267716535433071,0.170454545454545
"walkech02",401,218,98,59,0.244389027431421,0.270642201834862
"walshja01",530,99,147,29,0.277358490566038,0.292929292929293
"wardta01",208,94,52,26,0.25,0.276595744680851
"wendljo01",460,168,122,48,0.265217391304348,0.285714285714286
"whiteev01",97,182,14,32,0.144329896907216,0.175824175824176
"winkeje01",423,149,129,38,0.304964539007092,0.25503355704698
"wongko01",445,181,121,48,0.271910112359551,0.265193370165746
"yastrmi01",468,192,105,57,0.224358974358974,0.296875
"yelicch01",399,200,99,41,0.24812030075188,0.205
"zuninmi01",333,75,72,11,0.216216216216216,0.146666666666667
