game_id,season,play_id,posteam,defteam,home_team,away_team,posteam_type,winner_team,loser_team,posteam_win,yardline_100,down,ydstogo,qtr,half,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,posteam_timeouts_remaining,defteam_timeouts_remaining,posteam_score,defteam_score,score_differential,posteam_spread,final_home_score,final_away_score
2021_01_ARI_TEN,2021,55,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,1,1,900,1800,3600,3,3,0,0,0,-2.5,13,38
2021_01_ARI_TEN,2021,76,TEN,ARI,TEN,ARI,home,ARI,TEN,0,78,2,13,1,1,863,1763,3563,3,3,0,0,0,-2.5,13,38
2021_01_ARI_TEN,2021,100,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,3,10,1,1,822,1722,3522,3,3,0,0,0,-2.5,13,38
2021_01_ARI_TEN,2021,122,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,4,10,1,1,819,1719,3519,3,3,0,0,0,-2.5,13,38
2021_01_ARI_TEN,2021,152,ARI,TEN,TEN,ARI,away,ARI,TEN,1,61,1,10,1,1,807,1707,3507,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,181,ARI,TEN,TEN,ARI,away,ARI,TEN,1,23,1,10,1,1,775,1675,3475,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,218,ARI,TEN,TEN,ARI,away,ARI,TEN,1,31,1,18,1,1,746,1646,3446,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,253,ARI,TEN,TEN,ARI,away,ARI,TEN,1,30,2,17,1,1,714,1614,3414,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,282,ARI,TEN,TEN,ARI,away,ARI,TEN,1,9,1,9,1,1,700,1600,3400,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,303,ARI,TEN,TEN,ARI,away,ARI,TEN,1,9,2,9,1,1,662,1562,3362,3,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,343,ARI,TEN,TEN,ARI,away,ARI,TEN,1,14,2,14,1,1,634,1534,3334,2,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,386,ARI,TEN,TEN,ARI,away,ARI,TEN,1,24,2,24,1,1,608,1508,3308,2,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,410,ARI,TEN,TEN,ARI,away,ARI,TEN,1,16,3,16,1,1,569,1469,3269,2,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,432,ARI,TEN,TEN,ARI,away,ARI,TEN,1,16,4,16,1,1,566,1466,3266,2,3,0,0,0,2.5,13,38
2021_01_ARI_TEN,2021,473,TEN,ARI,TEN,ARI,home,ARI,TEN,0,80,1,10,1,1,557,1457,3257,3,2,0,3,-3,-2.5,13,38
2021_01_ARI_TEN,2021,494,TEN,ARI,TEN,ARI,home,ARI,TEN,0,81,2,11,1,1,516,1416,3216,3,2,0,3,-3,-2.5,13,38
2021_01_ARI_TEN,2021,559,ARI,TEN,TEN,ARI,away,ARI,TEN,1,1,1,1,1,1,510,1410,3210,2,3,3,0,3,2.5,13,38
2021_01_ARI_TEN,2021,599,ARI,TEN,TEN,ARI,away,ARI,TEN,1,5,1,5,1,1,510,1410,3210,1,3,3,0,3,2.5,13,38
2021_01_ARI_TEN,2021,621,ARI,TEN,TEN,ARI,away,ARI,TEN,1,5,2,5,1,1,506,1406,3206,1,3,3,0,3,2.5,13,38
2021_01_ARI_TEN,2021,660,ARI,TEN,TEN,ARI,away,ARI,TEN,1,5,3,5,1,1,498,1398,3198,1,2,3,0,3,2.5,13,38
2021_01_ARI_TEN,2021,716,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,1,1,491,1391,3191,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,737,TEN,ARI,TEN,ARI,home,ARI,TEN,0,73,2,8,1,1,444,1344,3144,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,769,TEN,ARI,TEN,ARI,home,ARI,TEN,0,81,3,16,1,1,419,1319,3119,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,791,TEN,ARI,TEN,ARI,home,ARI,TEN,0,81,4,16,1,1,414,1314,3114,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,816,ARI,TEN,TEN,ARI,away,ARI,TEN,1,65,1,10,1,1,404,1304,3104,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,839,ARI,TEN,TEN,ARI,away,ARI,TEN,1,61,2,6,1,1,364,1264,3064,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,863,ARI,TEN,TEN,ARI,away,ARI,TEN,1,58,3,3,1,1,329,1229,3029,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,885,ARI,TEN,TEN,ARI,away,ARI,TEN,1,58,4,3,1,1,326,1226,3026,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,911,TEN,ARI,TEN,ARI,home,ARI,TEN,0,80,1,10,1,1,319,1219,3019,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,930,TEN,ARI,TEN,ARI,home,ARI,TEN,0,86,2,16,1,1,274,1174,2974,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,954,TEN,ARI,TEN,ARI,home,ARI,TEN,0,82,3,12,1,1,229,1129,2929,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,983,TEN,ARI,TEN,ARI,home,ARI,TEN,0,74,4,4,1,1,190,1090,2890,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,1011,TEN,ARI,TEN,ARI,home,ARI,TEN,0,68,1,10,1,1,144,1044,2844,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,1032,TEN,ARI,TEN,ARI,home,ARI,TEN,0,69,2,11,1,1,109,1009,2809,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,1053,TEN,ARI,TEN,ARI,home,ARI,TEN,0,67,3,9,1,1,66,966,2766,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,1072,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,4,17,1,1,40,940,2740,2,1,0,10,-10,-2.5,13,38
2021_01_ARI_TEN,2021,1090,ARI,TEN,TEN,ARI,away,ARI,TEN,1,70,1,10,1,1,31,931,2731,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1128,ARI,TEN,TEN,ARI,away,ARI,TEN,1,72,2,12,2,1,900,900,2700,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1152,ARI,TEN,TEN,ARI,away,ARI,TEN,1,62,3,2,2,1,860,860,2660,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1185,ARI,TEN,TEN,ARI,away,ARI,TEN,1,45,1,10,2,1,856,856,2656,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1206,ARI,TEN,TEN,ARI,away,ARI,TEN,1,42,2,7,2,1,838,838,2638,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1230,ARI,TEN,TEN,ARI,away,ARI,TEN,1,32,1,10,2,1,798,798,2598,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1254,ARI,TEN,TEN,ARI,away,ARI,TEN,1,29,2,7,2,1,759,759,2559,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1286,ARI,TEN,TEN,ARI,away,ARI,TEN,1,22,1,10,2,1,740,740,2540,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1323,ARI,TEN,TEN,ARI,away,ARI,TEN,1,25,1,13,2,1,710,710,2510,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1344,ARI,TEN,TEN,ARI,away,ARI,TEN,1,17,2,5,2,1,663,663,2463,1,2,10,0,10,2.5,13,38
2021_01_ARI_TEN,2021,1409,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,2,1,659,659,2459,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1431,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,2,10,2,1,656,656,2456,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1455,TEN,ARI,TEN,ARI,home,ARI,TEN,0,63,1,10,2,1,628,628,2428,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1476,TEN,ARI,TEN,ARI,home,ARI,TEN,0,61,2,8,2,1,592,592,2392,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1505,TEN,ARI,TEN,ARI,home,ARI,TEN,0,50,1,10,2,1,557,557,2357,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1540,TEN,ARI,TEN,ARI,home,ARI,TEN,0,11,1,10,2,1,530,530,2330,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1562,TEN,ARI,TEN,ARI,home,ARI,TEN,0,11,2,10,2,1,527,527,2327,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1584,TEN,ARI,TEN,ARI,home,ARI,TEN,0,11,3,10,2,1,523,523,2323,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1608,TEN,ARI,TEN,ARI,home,ARI,TEN,0,1,1,1,2,1,481,481,2281,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1629,TEN,ARI,TEN,ARI,home,ARI,TEN,0,1,2,1,2,1,449,449,2249,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1650,TEN,ARI,TEN,ARI,home,ARI,TEN,0,1,3,1,2,1,414,414,2214,2,1,0,17,-17,-2.5,13,38
2021_01_ARI_TEN,2021,1703,ARI,TEN,TEN,ARI,away,ARI,TEN,1,75,1,10,2,1,410,410,2210,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1725,ARI,TEN,TEN,ARI,away,ARI,TEN,1,75,2,10,2,1,404,404,2204,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1747,ARI,TEN,TEN,ARI,away,ARI,TEN,1,75,3,10,2,1,399,399,2199,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1771,ARI,TEN,TEN,ARI,away,ARI,TEN,1,57,1,10,2,1,347,347,2147,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1792,ARI,TEN,TEN,ARI,away,ARI,TEN,1,53,2,6,2,1,313,313,2113,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1813,ARI,TEN,TEN,ARI,away,ARI,TEN,1,45,1,10,2,1,267,267,2067,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1834,ARI,TEN,TEN,ARI,away,ARI,TEN,1,45,2,10,2,1,224,224,2024,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1858,ARI,TEN,TEN,ARI,away,ARI,TEN,1,41,3,6,2,1,184,184,1984,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1882,ARI,TEN,TEN,ARI,away,ARI,TEN,1,19,1,10,2,1,139,139,1939,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1920,ARI,TEN,TEN,ARI,away,ARI,TEN,1,19,2,10,2,1,120,120,1920,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1955,ARI,TEN,TEN,ARI,away,ARI,TEN,1,8,1,8,2,1,115,115,1915,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,1981,ARI,TEN,TEN,ARI,away,ARI,TEN,1,2,2,2,2,1,109,109,1909,1,2,17,6,11,2.5,13,38
2021_01_ARI_TEN,2021,2050,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,2,1,104,104,1904,2,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2074,TEN,ARI,TEN,ARI,home,ARI,TEN,0,66,2,1,2,1,83,83,1883,2,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2095,TEN,ARI,TEN,ARI,home,ARI,TEN,0,50,1,10,2,1,61,61,1861,2,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2119,TEN,ARI,TEN,ARI,home,ARI,TEN,0,41,2,1,2,1,42,42,1842,2,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2148,TEN,ARI,TEN,ARI,home,ARI,TEN,0,37,1,10,2,1,37,37,1837,2,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2189,TEN,ARI,TEN,ARI,home,ARI,TEN,0,33,2,6,2,1,33,33,1833,1,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2222,TEN,ARI,TEN,ARI,home,ARI,TEN,0,28,2,1,2,1,28,28,1828,1,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2244,TEN,ARI,TEN,ARI,home,ARI,TEN,0,28,3,1,2,1,24,24,1824,1,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2266,TEN,ARI,TEN,ARI,home,ARI,TEN,0,28,4,1,2,1,19,19,1819,1,1,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2287,ARI,TEN,TEN,ARI,away,ARI,TEN,1,64,1,10,2,1,14,14,1814,1,1,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2345,ARI,TEN,TEN,ARI,away,ARI,TEN,1,52,1,10,2,1,8,8,1808,0,0,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2367,ARI,TEN,TEN,ARI,away,ARI,TEN,1,52,2,10,2,1,2,2,1802,0,0,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2444,ARI,TEN,TEN,ARI,away,ARI,TEN,1,84,1,10,3,2,893,1793,1793,3,3,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2465,ARI,TEN,TEN,ARI,away,ARI,TEN,1,80,2,6,3,2,858,1758,1758,3,3,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2503,ARI,TEN,TEN,ARI,away,ARI,TEN,1,77,3,3,3,2,834,1734,1734,3,3,24,6,18,2.5,13,38
2021_01_ARI_TEN,2021,2529,TEN,ARI,TEN,ARI,home,ARI,TEN,0,32,1,10,3,2,822,1722,1722,3,3,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2553,TEN,ARI,TEN,ARI,home,ARI,TEN,0,13,1,10,3,2,779,1679,1679,3,3,6,24,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2609,ARI,TEN,TEN,ARI,away,ARI,TEN,1,75,1,10,3,2,775,1675,1675,3,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2633,ARI,TEN,TEN,ARI,away,ARI,TEN,1,46,1,10,3,2,735,1635,1635,3,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2654,ARI,TEN,TEN,ARI,away,ARI,TEN,1,43,2,7,3,2,712,1612,1612,3,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2690,ARI,TEN,TEN,ARI,away,ARI,TEN,1,33,1,10,3,2,686,1586,1586,3,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2716,ARI,TEN,TEN,ARI,away,ARI,TEN,1,26,2,3,3,2,650,1550,1550,3,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2766,ARI,TEN,TEN,ARI,away,ARI,TEN,1,26,3,3,3,2,645,1545,1545,2,3,24,13,11,2.5,13,38
2021_01_ARI_TEN,2021,2833,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,3,2,640,1540,1540,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2856,TEN,ARI,TEN,ARI,home,ARI,TEN,0,80,1,15,3,2,640,1540,1540,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2880,TEN,ARI,TEN,ARI,home,ARI,TEN,0,71,2,6,3,2,608,1508,1508,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2901,TEN,ARI,TEN,ARI,home,ARI,TEN,0,70,3,5,3,2,569,1469,1469,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,2927,ARI,TEN,TEN,ARI,away,ARI,TEN,1,53,1,10,3,2,561,1461,1461,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,2949,ARI,TEN,TEN,ARI,away,ARI,TEN,1,53,2,10,3,2,554,1454,1454,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,2982,ARI,TEN,TEN,ARI,away,ARI,TEN,1,53,3,10,3,2,550,1450,1450,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3001,ARI,TEN,TEN,ARI,away,ARI,TEN,1,60,4,17,3,2,512,1412,1412,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3020,TEN,ARI,TEN,ARI,home,ARI,TEN,0,90,1,10,3,2,505,1405,1405,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3041,TEN,ARI,TEN,ARI,home,ARI,TEN,0,71,1,10,3,2,475,1375,1375,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3062,TEN,ARI,TEN,ARI,home,ARI,TEN,0,67,2,6,3,2,440,1340,1340,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3083,TEN,ARI,TEN,ARI,home,ARI,TEN,0,59,1,10,3,2,413,1313,1313,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3106,TEN,ARI,TEN,ARI,home,ARI,TEN,0,64,1,15,3,2,396,1296,1296,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3127,TEN,ARI,TEN,ARI,home,ARI,TEN,0,56,2,7,3,2,372,1272,1272,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3148,TEN,ARI,TEN,ARI,home,ARI,TEN,0,57,3,8,3,2,328,1228,1228,3,2,13,31,-18,-2.5,13,38
2021_01_ARI_TEN,2021,3177,ARI,TEN,TEN,ARI,away,ARI,TEN,1,33,1,10,3,2,318,1218,1218,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3203,ARI,TEN,TEN,ARI,away,ARI,TEN,1,17,1,10,3,2,280,1180,1180,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3224,ARI,TEN,TEN,ARI,away,ARI,TEN,1,13,2,6,3,2,237,1137,1137,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3245,ARI,TEN,TEN,ARI,away,ARI,TEN,1,11,3,4,3,2,191,1091,1091,2,3,31,13,18,2.5,13,38
2021_01_ARI_TEN,2021,3310,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,1,10,3,2,186,1086,1086,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3332,TEN,ARI,TEN,ARI,home,ARI,TEN,0,75,2,10,3,2,182,1082,1082,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3353,TEN,ARI,TEN,ARI,home,ARI,TEN,0,71,3,6,3,2,141,1041,1041,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3377,TEN,ARI,TEN,ARI,home,ARI,TEN,0,61,1,10,3,2,110,1010,1010,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3398,TEN,ARI,TEN,ARI,home,ARI,TEN,0,54,2,3,3,2,89,989,989,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3420,TEN,ARI,TEN,ARI,home,ARI,TEN,0,54,3,3,3,2,86,986,986,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3444,TEN,ARI,TEN,ARI,home,ARI,TEN,0,49,1,10,3,2,59,959,959,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3466,TEN,ARI,TEN,ARI,home,ARI,TEN,0,49,2,10,3,2,57,957,957,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3488,TEN,ARI,TEN,ARI,home,ARI,TEN,0,49,3,10,3,2,53,953,953,3,2,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3527,TEN,ARI,TEN,ARI,home,ARI,TEN,0,49,4,10,3,2,48,948,948,3,1,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3546,ARI,TEN,TEN,ARI,away,ARI,TEN,1,43,1,10,3,2,44,944,944,1,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3586,ARI,TEN,TEN,ARI,away,ARI,TEN,1,37,2,4,4,2,900,900,900,1,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3624,ARI,TEN,TEN,ARI,away,ARI,TEN,1,36,3,3,4,2,854,854,854,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3645,ARI,TEN,TEN,ARI,away,ARI,TEN,1,31,1,10,4,2,809,809,809,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3666,ARI,TEN,TEN,ARI,away,ARI,TEN,1,28,2,7,4,2,763,763,763,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3687,ARI,TEN,TEN,ARI,away,ARI,TEN,1,26,3,5,4,2,714,714,714,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3708,ARI,TEN,TEN,ARI,away,ARI,TEN,1,25,4,4,4,2,668,668,668,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3728,TEN,ARI,TEN,ARI,home,ARI,TEN,0,67,1,10,4,2,664,664,664,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3752,TEN,ARI,TEN,ARI,home,ARI,TEN,0,57,1,10,4,2,640,640,640,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3776,TEN,ARI,TEN,ARI,home,ARI,TEN,0,49,2,2,4,2,616,616,616,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3804,TEN,ARI,TEN,ARI,home,ARI,TEN,0,39,1,10,4,2,589,589,589,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3828,TEN,ARI,TEN,ARI,home,ARI,TEN,0,31,2,2,4,2,562,562,562,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3847,TEN,ARI,TEN,ARI,home,ARI,TEN,0,41,3,12,4,2,522,522,522,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3871,TEN,ARI,TEN,ARI,home,ARI,TEN,0,34,4,5,4,2,498,498,498,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,3893,ARI,TEN,TEN,ARI,away,ARI,TEN,1,66,1,10,4,2,494,494,494,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3919,ARI,TEN,TEN,ARI,away,ARI,TEN,1,64,2,8,4,2,453,453,453,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3943,ARI,TEN,TEN,ARI,away,ARI,TEN,1,55,1,10,4,2,408,408,408,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3964,ARI,TEN,TEN,ARI,away,ARI,TEN,1,49,2,4,4,2,359,359,359,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,3987,ARI,TEN,TEN,ARI,away,ARI,TEN,1,54,2,9,4,2,359,359,359,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4008,ARI,TEN,TEN,ARI,away,ARI,TEN,1,46,3,1,4,2,309,309,309,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4029,ARI,TEN,TEN,ARI,away,ARI,TEN,1,44,1,10,4,2,266,266,266,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4050,ARI,TEN,TEN,ARI,away,ARI,TEN,1,43,2,9,4,2,224,224,224,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4071,ARI,TEN,TEN,ARI,away,ARI,TEN,1,42,3,8,4,2,175,175,175,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4115,ARI,TEN,TEN,ARI,away,ARI,TEN,1,41,4,7,4,2,127,127,127,0,3,38,13,25,2.5,13,38
2021_01_ARI_TEN,2021,4162,TEN,ARI,TEN,ARI,home,ARI,TEN,0,97,1,10,4,2,115,115,115,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,4183,TEN,ARI,TEN,ARI,home,ARI,TEN,0,89,2,2,4,2,72,72,72,3,0,13,38,-25,-2.5,13,38
2021_01_ARI_TEN,2021,4204,TEN,ARI,TEN,ARI,home,ARI,TEN,0,88,3,1,4,2,26,26,26,3,0,13,38,-25,-2.5,13,38
2021_01_BAL_LV,2021,55,LV,BAL,LV,BAL,home,LV,BAL,1,75,1,10,1,1,900,1800,3600,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,77,LV,BAL,LV,BAL,home,LV,BAL,1,75,2,10,1,1,896,1796,3596,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,106,LV,BAL,LV,BAL,home,LV,BAL,1,66,3,1,1,1,853,1753,3553,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,127,LV,BAL,LV,BAL,home,LV,BAL,1,35,1,10,1,1,791,1691,3491,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,148,LV,BAL,LV,BAL,home,LV,BAL,1,36,2,11,1,1,759,1659,3459,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,169,LV,BAL,LV,BAL,home,LV,BAL,1,34,3,9,1,1,716,1616,3416,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,193,LV,BAL,LV,BAL,home,LV,BAL,1,21,1,10,1,1,681,1581,3381,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,228,LV,BAL,LV,BAL,home,LV,BAL,1,28,1,17,1,1,660,1560,3360,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,250,LV,BAL,LV,BAL,home,LV,BAL,1,28,2,17,1,1,655,1555,3355,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,272,LV,BAL,LV,BAL,home,LV,BAL,1,28,3,17,1,1,651,1551,3351,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,305,LV,BAL,LV,BAL,home,LV,BAL,1,43,4,32,1,1,637,1537,3337,3,3,0,0,0,3,33,27
2021_01_BAL_LV,2021,323,BAL,LV,LV,BAL,away,LV,BAL,0,92,1,10,1,1,629,1529,3329,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,356,BAL,LV,LV,BAL,away,LV,BAL,0,89,2,7,1,1,591,1491,3291,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,383,BAL,LV,LV,BAL,away,LV,BAL,0,71,1,10,1,1,549,1449,3249,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,407,BAL,LV,LV,BAL,away,LV,BAL,0,69,2,8,1,1,516,1416,3216,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,428,BAL,LV,LV,BAL,away,LV,BAL,0,67,3,6,1,1,470,1370,3170,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,452,BAL,LV,LV,BAL,away,LV,BAL,0,59,1,10,1,1,429,1329,3129,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,475,BAL,LV,LV,BAL,away,LV,BAL,0,64,1,15,1,1,410,1310,3110,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,497,BAL,LV,LV,BAL,away,LV,BAL,0,64,2,15,1,1,405,1305,3105,3,3,0,0,0,-3,33,27
2021_01_BAL_LV,2021,518,BAL,LV,LV,BAL,away,LV,BAL,0,62,3,13,1,1,362,1262,3062,3,3,0,0,0,-3,33,27
