season,round,race_name,circuit,driver_join_id,pit_lap,stop_number,pit_stop_time_s,constructor,under_safety_car,race_has_safety_car,race_safety_car_lap_share,race_q95_stop,abnormal_stop_proxy,very_short_stop_proxy,plot_group,constructor_n,circuit_n
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mazepin,42,2,22.502,haas,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,272,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mickschumacher,23,1,24.006,haas,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,272,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mickschumacher,50,2,22.31,haas,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,272,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,norris,23,1,21.864,mclaren,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,270,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,norris,51,2,22.467,mclaren,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,270,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ocon,23,1,22.798,alpine,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,249,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,perez,27,1,22.382,red_bull,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,292,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,perez,57,2,21.345,red_bull,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,292,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,raikkonen,37,1,21.572,alfa,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,194,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ricciardo,25,1,22.406,mclaren,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,270,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,ricciardo,46,2,21.762,mclaren,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,270,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,russell,9,1,23.814,williams,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,russell,28,2,21.919,williams,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,sainz,22,1,21.779,ferrari,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,259,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,sainz,46,2,21.856,ferrari,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,259,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,stroll,22,1,21.756,aston_martin,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,stroll,39,2,21.432,aston_martin,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,vettel,21,1,23.087,aston_martin,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,vettel,38,2,21.973,aston_martin,0,0,0,26.945999999999998,1,0,Excluded: abnormal long stop,271,172
2021,5,Monaco Grand Prix,Circuit de Monaco,alonso,45,1,23.803,alpine,0,0,0,24.8375,1,0,Excluded: abnormal long stop,249,71
