term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),15.818995990593608,0.9031535245422366,17.51529010376333,4.256360353097146e-65,14.048042697214473,17.589949283972743
circuitAutodromo Enzo e Dino Ferrari,7.700200126137169,1.103168097976235,6.980078684529771,3.7099085911401984e-12,5.537047214507862,9.863353037766476
circuitAutódromo Hermanos Rodríguez,2.855649686960107,1.0500518983138776,2.719531950321285,0.006579872272255971,0.7966499521359434,4.9146494217842704
circuitAutódromo Internacional do Algarve,7.784845037440648,1.1457086590714534,6.7947858958750675,1.3333283232283217e-11,5.538276244982046,10.03141382989925
circuitAutódromo José Carlos Pace,2.132335489121255,0.9401193522563015,2.268154021086382,0.023399577141406915,0.2888975599036123,3.9757734183388975
circuitAutodromo Nazionale di Monza,9.32273773055441,1.0062084365113204,9.265215230035018,3.893412729848206e-20,7.349708676198703,11.295766784910118
circuitBahrain International Circuit,9.963746677234928,0.9100699449985282,10.948330655234463,2.5632630835308194e-27,8.179231284774497,11.74826206969536
circuitBaku City Circuit,1.9678784553283681,1.0422853636111422,1.8880419163811148,0.05912894264614483,-0.07589222946587526,4.0116491401226115
circuitCircuit de Barcelona-Catalunya,6.746091955762702,0.9224395837481798,7.313315771154442,3.430819220032468e-13,4.9373214927230915,8.554862418802312
circuitCircuit de Monaco,4.060079884111931,1.0971988101437864,3.7004049280548013,2.1961474555652743e-4,1.9086318816245793,6.211527886599283
circuitCircuit de Spa-Francorchamps,7.436094149556218,0.9969426461420623,7.458898642095595,1.1740333559440793e-13,5.481233968514176,9.390954330598259
circuitCircuit Gilles Villeneuve,10.241999151503885,1.0015322487258198,10.226329870589861,4.190419567746057e-24,8.278139424326953,12.205858878680816
circuitCircuit of the Americas,8.97488504116846,0.9587975846948611,9.360562838740078,1.6317294569934877e-20,7.094821802573506,10.854948279763413
circuitCircuit Park Zandvoort,1.917251157215266,0.948164734646003,2.022065456727908,0.04326939240315058,0.05803739802811947,3.7764649164024124
circuitCircuit Paul Ricard,18.683785382557843,1.2282052160613635,15.212266759844445,3.5467842168790823e-50,16.27545278657783,21.092117978537857
circuitHungaroring,3.9003980356749226,0.9611493913834902,4.058055980309827,5.090706794756266e-5,2.0157232446833486,5.785072826666497
circuitIstanbul Park,8.77558262552543,1.649634380783067,5.319713706112101,1.1257181758385843e-7,5.540888456557926,12.010276794492935
circuitJeddah Corniche Circuit,-0.21379128342196085,1.037425713108083,-0.20607864324227257,0.8367452338895469,-2.2480328972119956,1.8204503303680741
circuitLas Vegas Strip Street Circuit,5.679321114035651,1.1110576936770593,5.111634748002929,3.420228245566003e-7,3.5006978475772623,7.85794438049404
circuitLosail International Circuit,12.357381568614828,0.9508049100831086,12.996758259835538,1.7204492159085254e-37,10.492990807668418,14.221772329561238
circuitMarina Bay Street Circuit,15.31387851447401,1.1036816303562773,13.875268096589203,2.5634499369563726e-42,13.149718640202163,17.47803838874586
circuitMiami International Autodrome,6.181177469282066,1.0881050807927783,5.680680642331478,1.4870408051615226e-8,4.047560953364429,8.314793985199703
circuitRed Bull Ring,6.224494027659077,0.9087191261516672,6.84974471046865,9.15368717494263e-12,4.442627395371307,8.006360659946846
circuitShanghai International Circuit,7.1737451787429904,1.2998941522118708,5.51871486346508,3.744078661961918e-8,4.624840958864443,9.722649398621538
circuitSilverstone Circuit,7.385797698690155,1.0441792449284495,7.073304448984957,1.9257722543447705e-12,5.3383133868491095,9.433282010531201
circuitSochi Autodrom,15.502042038118397,1.3010416629738173,11.915100399386954,6.301390111588047e-32,12.95088771578458,18.053196360452212
circuitSuzuka Circuit,8.021869721507425,1.5402527781184001,5.208151438173078,2.0529888232197891e-7,5.001657037924437,11.042082405090413
circuitYas Marina Circuit,6.515270771312926,0.9711044999179946,6.709134569825504,2.3826829429490797e-11,4.611075453892511,8.41946608873334
constructoralphatauri,-0.45659520723365193,0.6542428296573933,-0.6978986800249025,0.48530149053744287,-1.7394706679020897,0.826280253434786
constructoralpine,0.02554115941499153,0.6240191874930635,0.04093008664941964,0.9673547001359257,-1.1980701150720754,1.2491524339020583
constructoraston_martin,0.021084533235649013,0.6130611159788645,0.03439222075271189,0.9725669642828523,-1.181039549639127,1.2232086161104252
constructorferrari,-0.16681125678319852,0.6184993653012298,-0.26970319800078674,0.7874094964981833,-1.3795989591711035,1.0459764456047065
constructorhaas,1.2036031260325446,0.6132318739601236,1.9627210801355228,0.04978255214324617,0.001144211480690327,2.406062040584399
constructormclaren,-0.1932158773735985,0.6133694238196054,-0.31500735098661214,0.7527807527143875,-1.3959445072839536,1.0095127525367564
constructormercedes,0.20422381559596506,0.6098034904073003,0.3349010276401661,0.7377261232430112,-0.9915125352069225,1.3999601663988526
constructorrb,1.7028058871141978,0.9125038526598673,1.8660807646462758,0.06213991819318109,-0.08648204586287989,3.4920938200912754
constructorred_bull,-0.2439415350898062,0.6034745944491158,-0.4042283425576336,0.686077274483735,-1.4272678372840901,0.9393847671044777
constructorsauber,3.98474467029241,0.8944021574282311,4.455204671856078,8.727293753662311e-6,2.230951540707103,5.738537799877717
constructorwilliams,1.055053394100896,0.6129527946947139,1.7212636980085454,0.08531912803588002,-0.14685828641957732,2.256965074621369
