term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),1.8085228727954576,0.7447792827917233,2.428266890046147,0.01523729324502329,0.3481155304221759,3.2689302151687394
circuitAutodromo Enzo e Dino Ferrari,10.35294423243174,0.7001946248333256,14.785809352501323,1.350924952653347e-47,8.979961128814914,11.725927336048567
circuitAutódromo Hermanos Rodríguez,4.949324983402849,0.6736091450455997,7.3474729667867065,2.6756910044719045e-13,3.6284722636186366,6.270177703187061
circuitAutódromo Internacional do Algarve,5.180317147011644,0.7313669221922406,7.083061852843807,1.799159447742519e-12,3.7462095559212143,6.614424738102074
circuitAutódromo José Carlos Pace,4.058613600123033,0.5994056031435421,6.77106383196605,1.5684092490487735e-11,2.883263581511798,5.233963618734268
circuitAutodromo Nazionale di Monza,6.947189351234529,0.6217336928933783,11.173898777954614,2.329355205707962e-28,5.728057091407344,8.166321611061715
circuitBahrain International Circuit,7.184995597821861,0.566190214364808,12.690073787097319,7.254461671388352e-36,6.074776281383785,8.295214914259937
circuitBaku City Circuit,2.18524946709473,0.6412903861361386,3.4075818292882163,6.651905930077722e-4,0.9277692845148962,3.4427296496745634
circuitCircuit de Barcelona-Catalunya,4.35656575496949,0.5771515286223573,7.548391607605159,6.022544794897938e-14,3.224852844128812,5.488278665810169
circuitCircuit de Monaco,7.12641643892192,0.6990883848204864,10.193870465680615,5.807644899159024e-24,5.755602516261796,8.497230361582044
circuitCircuit de Spa-Francorchamps,4.622513218397766,0.6303693798115935,7.333023091602825,2.9743421981935454e-13,3.386447592037444,5.858578844758089
circuitCircuit Gilles Villeneuve,7.600795507028242,0.6193258704134996,12.272691760726044,1.0256472824218529e-33,6.386384648171778,8.815206365884707
circuitCircuit of the Americas,6.392759594250043,0.5947425882095566,10.748783962983266,2.0847057529386378e-26,5.2265530915831055,7.55896609691698
circuitCircuit Park Zandvoort,2.5273181014006836,0.5862130748494275,4.311261911123086,1.682514956044582e-5,1.3778367738639021,3.676799428937465
circuitCircuit Paul Ricard,15.63340597540359,0.7658877899726164,20.41213632086046,3.892004158517021e-86,14.131607821570082,17.1352041292371
circuitHungaroring,3.7842343391090845,0.6007455304665947,6.299230118566004,3.4905846938471994e-10,2.606256911618406,4.962211766599763
circuitIstanbul Park,6.451913139083337,1.0286161467084445,6.272420630114896,4.1376336324245443e-10,4.434941657940765,8.468884620225909
circuitJeddah Corniche Circuit,4.712284455522335,0.6546950084294039,7.197678911325415,7.938831159157199e-13,3.42851969538894,5.99604921565573
circuitLas Vegas Strip Street Circuit,3.2872009333899834,0.6907030258782572,4.759210268711612,2.0478517309860365e-6,1.9328295193369243,4.641572347443042
circuitLosail International Circuit,9.691357940851688,0.5955438100718267,16.273123449445045,7.940148057604171e-57,8.523580354888578,10.859135526814798
circuitMarina Bay Street Circuit,13.121791020570218,0.6971411105603535,18.822288374333684,2.7966112131955944e-74,11.754795428646217,14.488786612494218
circuitMiami International Autodrome,3.5770664556108756,0.672829014903172,5.3164568952568985,1.1462390476872468e-7,2.2577434612289835,4.896389449992768
circuitRed Bull Ring,3.4051132023972004,0.5718152666941829,5.954918311438362,2.9458377908832644e-9,2.2838639500937488,4.526362454700652
circuitShanghai International Circuit,4.759066605944343,0.8052586883151085,5.909984797434507,3.859595276462725e-9,3.180067662100022,6.338065549788665
circuitSilverstone Circuit,8.19515154586854,0.6425736794893337,12.753637143029874,3.369794765014053e-36,6.935155005652657,9.455148086084424
circuitSochi Autodrom,13.022059741236852,0.8087903281765794,16.1006620474742,1.0170342236740664e-55,11.43613574871908,14.607983733754624
circuitSuzuka Circuit,3.9045627087208308,1.0172678197123546,3.8382839140875364,1.2679293980257078e-4,1.909843699487278,5.899281717954383
circuitYas Marina Circuit,4.060759714165549,0.6056833372547216,6.704426990795335,2.4616066673379068e-11,2.8730999425828454,5.2484194857482525
constructoralphatauri,-0.4357439194834235,0.40053893982800814,-1.0878940251615297,0.2767407888222949,-1.2211444027495695,0.3496565637827226
constructoralpine,-0.017466781006515733,0.3824695911774785,-0.04566841759299649,0.9635779763212207,-0.7674358149146433,0.73250225290161175
constructoraston_martin,-0.22431755589477642,0.3755563871547504,-0.5972939445770761,0.5503621576849652,-0.9607307697802625,0.5120956579907097
