driver_id,lap,stop,time,duration,season,round,driver_join_id,stop_duration_s,team
norris,19,2,20:36:25,21.352,2023,2,norris,21.352,mclaren
bottas,35,3,21:02:57,21.808,2023,2,bottas,21.808,alfa
ocon,1,1,15:05:04,18.056,2023,3,ocon,18.056,alpine
zhou,1,1,15:05:11,18.951,2023,3,zhou,18.951,alfa
sargeant,1,1,15:05:13,18.382,2023,3,sargeant,18.382,williams
perez,1,1,15:05:15,17.657,2023,3,perez,17.657,red_bull
bottas,1,1,15:05:16,21.659,2023,3,bottas,21.659,alfa
sargeant,2,2,15:07:25,19.158,2023,3,sargeant,19.158,williams
perez,2,2,15:07:26,17.814,2023,3,perez,17.814,red_bull
russell,7,1,15:15:01,19.146,2023,3,russell,19.146,mercedes
sainz,7,1,15:15:05,18.319,2023,3,sainz,18.319,ferrari
kevin_magnussen,7,1,15:15:21,20.789,2023,3,kevinmagnussen,20.789,haas
sargeant,36,4,16:15:29,19.018,2023,3,sargeant,19.018,williams
de_vries,45,2,16:28:14,18.080,2023,3,devries,18.08,alphatauri
bottas,53,3,16:39:03,19.825,2023,3,bottas,19.825,alfa
piastri,54,2,16:40:06,19.442,2023,3,piastri,19.442,mclaren
zhou,54,3,16:40:31,21.881,2023,3,zhou,21.881,alfa
tsunoda,54,2,16:40:36,18.258,2023,3,tsunoda,18.258,alphatauri
gasly,5,1,15:13:22,20.235,2023,4,gasly,20.235,alpine
bottas,6,1,15:15:14,20.967,2023,4,bottas,20.967,alfa
albon,7,1,15:16:57,21.103,2023,4,albon,21.103,williams
tsunoda,8,1,15:18:43,20.497,2023,4,tsunoda,20.497,alphatauri
piastri,8,1,15:18:44,20.902,2023,4,piastri,20.902,mclaren
sargeant,8,1,15:18:50,21.015,2023,4,sargeant,21.015,williams
hamilton,9,1,15:20:23,20.324,2023,4,hamilton,20.324,mercedes
norris,9,1,15:20:27,20.346,2023,4,norris,20.346,mclaren
max_verstappen,10,1,15:22:00,20.707,2023,4,maxverstappen,20.707,red_bull
kevin_magnussen,10,1,15:22:35,30.951,2023,4,kevinmagnussen,30.951,haas
perez,11,1,15:24:20,20.389,2023,4,perez,20.389,red_bull
leclerc,11,1,15:24:25,21.126,2023,4,leclerc,21.126,ferrari
sainz,11,1,15:24:33,21.970,2023,4,sainz,21.97,ferrari
alonso,11,1,15:24:35,23.148,2023,4,alonso,23.148,aston_martin
stroll,11,1,15:24:42,23.161,2023,4,stroll,23.161,aston_martin
russell,11,1,15:24:42,20.459,2023,4,russell,20.459,mercedes
zhou,11,1,15:25:01,22.247,2023,4,zhou,22.247,alfa
bottas,12,2,15:27:47,22.354,2023,4,bottas,22.354,alfa
gasly,23,2,15:48:15,21.169,2023,4,gasly,21.169,alpine
bottas,34,3,16:08:14,21.012,2023,4,bottas,21.012,alfa
russell,49,2,16:34:10,21.389,2023,4,russell,21.389,mercedes
hulkenberg,49,1,16:34:47,24.748,2023,4,hulkenberg,24.748,haas
ocon,50,1,16:36:20,20.367,2023,4,ocon,20.367,alpine
sargeant,2,1,15:37:09,48.938,2023,5,sargeant,48.938,williams
norris,4,1,15:40:18,24.090,2023,5,norris,24.09,mclaren
piastri,5,1,15:41:49,22.205,2023,5,piastri,22.205,mclaren
kevin_magnussen,14,1,15:55:45,22.616,2023,5,kevinmagnussen,22.616,haas
gasly,15,1,15:57:16,22.417,2023,5,gasly,22.417,alpine
bottas,15,1,15:57:23,23.158,2023,5,bottas,23.158,alfa
de_vries,15,1,15:57:33,23.487,2023,5,devries,23.487,alphatauri
russell,17,1,16:00:18,22.335,2023,5,russell,22.335,mercedes
leclerc,17,1,16:00:25,22.068,2023,5,leclerc,22.068,ferrari
sainz,18,1,16:01:46,22.278,2023,5,sainz,22.278,ferrari
perez,20,1,16:04:48,21.884,2023,5,perez,21.884,red_bull
albon,22,1,16:08:22,22.482,2023,5,albon,22.482,williams
alonso,24,1,16:11:02,22.631,2023,5,alonso,22.631,aston_martin
zhou,31,1,16:22:27,22.796,2023,5,zhou,22.796,alfa
hulkenberg,33,1,16:25:26,23.120,2023,5,hulkenberg,23.12,haas
tsunoda,36,1,16:30:01,22.390,2023,5,tsunoda,22.39,alphatauri
hamilton,37,1,16:31:29,22.150,2023,5,hamilton,22.15,mercedes
ocon,39,1,16:34:33,21.942,2023,5,ocon,21.942,alpine
stroll,42,1,16:39:18,22.651,2023,5,stroll,22.651,aston_martin
max_verstappen,45,1,16:42:58,22.688,2023,5,maxverstappen,22.688,red_bull
hulkenberg,1,1,15:04:32,32.494,2023,6,hulkenberg,32.494,haas
zhou,1,1,15:04:37,26.141,2023,6,zhou,26.141,alfa
perez,1,1,15:04:37,24.887,2023,6,perez,24.887,red_bull
albon,18,1,15:27:12,24.290,2023,6,albon,24.29,williams
sargeant,20,1,15:30:02,24.376,2023,6,sargeant,24.376,williams
sargeant,23,2,15:34:16,27.774,2023,6,sargeant,27.774,williams
hamilton,31,1,15:43:34,24.594,2023,6,hamilton,24.594,mercedes
ocon,32,1,15:44:45,25.833,2023,6,ocon,25.833,alpine
sainz,33,1,15:46:05,24.252,2023,6,sainz,24.252,ferrari
perez,34,2,15:48:26,32.749,2023,6,perez,32.749,red_bull
leclerc,44,1,16:00:25,24.192,2023,6,leclerc,24.192,ferrari
gasly,47,1,16:04:16,23.902,2023,6,gasly,23.902,alpine
norris,50,1,16:08:48,24.663,2023,6,norris,24.663,mclaren
bottas,51,1,16:10:46,30.395,2023,6,bottas,30.395,alfa
stroll,51,1,16:10:52,24.656,2023,6,stroll,24.656,aston_martin
zhou,52,2,16:12:35,25.260,2023,6,zhou,25.26,alfa
albon,52,2,16:12:37,26.990,2023,6,albon,26.99,williams
tsunoda,53,1,16:13:18,33.706,2023,6,tsunoda,33.706,alphatauri
sargeant,52,3,16:13:19,25.946,2023,6,sargeant,25.946,williams
alonso,54,1,16:13:32,24.414,2023,6,alonso,24.414,aston_martin
de_vries,53,1,16:13:47,24.539,2023,6,devries,24.539,alphatauri
russell,54,1,16:13:57,30.980,2023,6,russell,30.98,mercedes
ocon,54,2,16:14:06,24.707,2023,6,ocon,24.707,alpine
hamilton,54,2,16:14:09,26.685,2023,6,hamilton,26.685,mercedes
gasly,54,2,16:14:18,29.949,2023,6,gasly,29.949,alpine
perez,53,3,16:14:19,24.217,2023,6,perez,24.217,red_bull
max_verstappen,55,1,16:15:17,24.798,2023,6,maxverstappen,24.798,red_bull
piastri,54,1,16:15:18,25.851,2023,6,piastri,25.851,mclaren
norris,54,2,16:15:20,33.428,2023,6,norris,33.428,mclaren
alonso,55,2,16:15:37,25.916,2023,6,alonso,25.916,aston_martin
hulkenberg,54,2,16:16:01,34.725,2023,6,hulkenberg,34.725,haas
leclerc,55,2,16:16:03,25.713,2023,6,leclerc,25.713,ferrari
sainz,55,2,16:16:04,29.300,2023,6,sainz,29.3,ferrari
kevin_magnussen,56,1,16:20:26,51.052,2023,6,kevinmagnussen,51.052,haas
perez,57,4,16:21:27,29.337,2023,6,perez,29.337,red_bull
hulkenberg,59,3,16:25:02,25.672,2023,6,hulkenberg,25.672,haas
perez,70,5,16:43:16,25.466,2023,6,perez,25.466,red_bull
norris,1,1,15:04:44,37.736,2023,7,norris,37.736,mclaren
bottas,5,1,15:10:18,23.691,2023,7,bottas,23.691,alfa
hulkenberg,8,1,15:14:21,22.298,2023,7,hulkenberg,22.298,haas
zhou,9,1,15:15:38,23.430,2023,7,zhou,23.43,alfa
de_vries,9,1,15:15:44,22.522,2023,7,devries,22.522,alphatauri
tsunoda,10,1,15:17:01,22.176,2023,7,tsunoda,22.176,alphatauri
kevin_magnussen,10,1,15:17:06,22.124,2023,7,kevinmagnussen,22.124,haas
ocon,13,1,15:21:01,22.112,2023,7,ocon,22.112,alpine
stroll,14,1,15:22:19,22.355,2023,7,stroll,22.355,aston_martin
sainz,15,1,15:23:33,22.321,2023,7,sainz,22.321,ferrari
leclerc,16,1,15:25:17,21.778,2023,7,leclerc,21.778,ferrari
albon,16,1,15:25:24,23.319,2023,7,albon,23.319,williams
piastri,17,1,15:26:32,22.370,2023,7,piastri,22.37,mclaren
sargeant,17,1,15:26:49,22.583,2023,7,sargeant,22.583,williams
alonso,19,1,15:29:09,22.558,2023,7,alonso,22.558,aston_martin
gasly,19,1,15:29:18,23.388,2023,7,gasly,23.388,alpine
norris,22,2,15:33:50,22.850,2023,7,norris,22.85,mclaren
hamilton,24,1,15:35:37,22.575,2023,7,hamilton,22.575,mercedes
kevin_magnussen,24,2,15:36:26,24.800,2023,7,kevinmagnussen,24.8,haas
russell,25,1,15:37:07,22.275,2023,7,russell,22.275,mercedes
max_verstappen,26,1,15:38:06,22.241,2023,7,maxverstappen,22.241,red_bull
hulkenberg,26,2,15:39:04,23.257,2023,7,hulkenberg,23.257,haas
perez,27,1,15:39:57,21.775,2023,7,perez,21.775,red_bull
stroll,34,2,15:49:34,23.371,2023,7,stroll,23.371,aston_martin
tsunoda,34,2,15:49:38,22.009,2023,7,tsunoda,22.009,alphatauri
ocon,35,2,15:50:57,24.110,2023,7,ocon,24.11,alpine
zhou,36,2,15:52:25,22.889,2023,7,zhou,22.889,alfa
sargeant,36,2,15:52:53,23.827,2023,7,sargeant,23.827,williams
albon,37,2,15:54:12,23.449,2023,7,albon,23.449,williams
de_vries,38,2,15:55:17,21.976,2023,7,devries,21.976,alphatauri
piastri,39,2,15:56:28,22.862,2023,7,piastri,22.862,mclaren
gasly,39,2,15:56:30,23.610,2023,7,gasly,23.61,alpine
bottas,39,2,15:56:58,24.097,2023,7,bottas,24.097,alfa
sainz,41,2,15:58:46,22.375,2023,7,sainz,22.375,ferrari
leclerc,41,2,15:59:13,23.003,2023,7,leclerc,23.003,ferrari
kevin_magnussen,42,3,16:00:59,22.291,2023,7,kevinmagnussen,22.291,haas
hulkenberg,43,3,16:02:05,24.484,2023,7,hulkenberg,24.484,haas
alonso,44,2,16:03:01,22.896,2023,7,alonso,22.896,aston_martin
russell,45,2,16:03:58,22.054,2023,7,russell,22.054,mercedes
hamilton,50,2,16:10:22,22.731,2023,7,hamilton,22.731,mercedes
perez,50,2,16:10:42,21.537,2023,7,perez,21.537,red_bull
norris,50,3,16:11:39,22.062,2023,7,norris,22.062,mclaren
max_verstappen,52,2,16:12:44,22.357,2023,7,maxverstappen,22.357,red_bull
tsunoda,1,1,14:04:32,23.646,2023,8,tsunoda,23.646,alphatauri
gasly,10,1,14:16:36,27.515,2023,8,gasly,27.515,alpine
hulkenberg,11,1,14:17:50,24.880,2023,8,hulkenberg,24.88,haas
stroll,11,1,14:17:53,23.711,2023,8,stroll,23.711,aston_martin
de_vries,11,1,14:17:56,24.960,2023,8,devries,24.96,alphatauri
max_verstappen,12,1,14:18:49,23.644,2023,8,maxverstappen,23.644,red_bull
hamilton,12,1,14:18:59,24.339,2023,8,hamilton,24.339,mercedes
alonso,12,1,14:19:00,24.031,2023,8,alonso,24.031,aston_martin
ocon,12,1,14:19:12,24.402,2023,8,ocon,24.402,alpine
piastri,12,1,14:19:16,24.828,2023,8,piastri,24.828,mclaren
norris,12,1,14:19:24,25.862,2023,8,norris,25.862,mclaren
albon,12,1,14:19:25,25.064,2023,8,albon,25.064,williams
zhou,12,1,14:19:31,24.161,2023,8,zhou,24.161,alfa
stroll,27,2,14:42:23,23.839,2023,8,stroll,23.839,aston_martin
hulkenberg,31,2,14:47:37,24.200,2023,8,hulkenberg,24.2,haas
zhou,32,2,14:48:55,27.509,2023,8,zhou,27.509,alfa
gasly,33,2,14:50:14,24.117,2023,8,gasly,24.117,alpine
tsunoda,34,2,14:51:31,27.523,2023,8,tsunoda,27.523,alphatauri
norris,35,2,14:52:42,23.570,2023,8,norris,23.57,mclaren
kevin_magnussen,35,1,14:53:34,24.909,2023,8,kevinmagnussen,24.909,haas
ocon,36,2,14:53:56,23.698,2023,8,ocon,23.698,alpine
bottas,36,1,14:53:58,24.038,2023,8,bottas,24.038,alfa
perez,37,1,14:55:06,23.281,2023,8,perez,23.281,red_bull
piastri,37,2,14:55:21,23.436,2023,8,piastri,23.436,mclaren
sainz,38,1,14:56:16,24.133,2023,8,sainz,24.133,ferrari
leclerc,39,1,14:57:32,24.343,2023,8,leclerc,24.343,ferrari
hamilton,40,2,14:58:46,23.749,2023,8,hamilton,23.749,mercedes
alonso,41,2,14:59:58,23.928,2023,8,alonso,23.928,aston_martin
max_verstappen,42,2,15:01:10,23.910,2023,8,maxverstappen,23.91,red_bull
de_vries,50,2,15:13:30,23.786,2023,8,devries,23.786,alphatauri
kevin_magnussen,53,2,15:17:18,24.515,2023,8,kevinmagnussen,24.515,haas
perez,68,2,15:34:57,23.218,2023,8,perez,23.218,red_bull
kevin_magnussen,1,1,15:04:16,26.587,2023,9,kevinmagnussen,26.587,haas
tsunoda,1,1,15:04:31,29.691,2023,9,tsunoda,29.691,alphatauri
max_verstappen,2,1,15:05:57,16.369,2023,9,maxverstappen,16.369,red_bull
leclerc,2,1,15:05:59,16.393,2023,9,leclerc,16.393,ferrari
sainz,2,1,15:06:01,16.380,2023,9,sainz,16.38,ferrari
hamilton,2,1,15:06:03,16.415,2023,9,hamilton,16.415,mercedes
norris,2,1,15:06:05,18.076,2023,9,norris,18.076,mclaren
alonso,2,1,15:06:08,16.600,2023,9,alonso,16.6,aston_martin
hulkenberg,2,1,15:06:09,16.778,2023,9,hulkenberg,16.778,haas
stroll,2,1,15:06:11,16.646,2023,9,stroll,16.646,aston_martin
gasly,2,1,15:06:12,16.380,2023,9,gasly,16.38,alpine
albon,2,1,15:06:13,16.737,2023,9,albon,16.737,williams
russell,2,1,15:06:17,17.946,2023,9,russell,17.946,mercedes
ocon,2,1,15:06:19,18.143,2023,9,ocon,18.143,alpine
perez,2,1,15:06:20,17.428,2023,9,perez,17.428,red_bull
zhou,2,1,15:06:22,17.467,2023,9,zhou,17.467,alfa
piastri,2,1,15:06:23,17.324,2023,9,piastri,17.324,mclaren
sargeant,2,1,15:06:25,17.337,2023,9,sargeant,17.337,williams
bottas,2,1,15:06:27,17.130,2023,9,bottas,17.13,alfa
de_vries,2,1,15:06:28,17.033,2023,9,devries,17.033,alphatauri
kevin_magnussen,2,2,15:06:31,25.654,2023,9,kevinmagnussen,25.654,haas
tsunoda,2,2,15:06:33,16.246,2023,9,tsunoda,16.246,alphatauri
zhou,8,2,15:14:10,24.374,2023,9,zhou,24.374,alfa
hulkenberg,11,2,15:17:41,21.891,2023,9,hulkenberg,21.891,haas
de_vries,12,2,15:19:01,21.333,2023,9,devries,21.333,alphatauri
hamilton,14,2,15:21:10,21.993,2023,9,hamilton,21.993,mercedes
norris,14,2,15:21:12,21.290,2023,9,norris,21.29,mclaren
gasly,14,2,15:21:20,21.814,2023,9,gasly,21.814,alpine
albon,14,2,15:21:22,21.562,2023,9,albon,21.562,williams
russell,14,2,15:21:23,22.262,2023,9,russell,22.262,mercedes
ocon,14,2,15:21:26,22.028,2023,9,ocon,22.028,alpine
piastri,14,2,15:21:27,22.467,2023,9,piastri,22.467,mclaren
sargeant,14,2,15:21:32,23.194,2023,9,sargeant,23.194,williams
leclerc,15,2,15:22:36,23.425,2023,9,leclerc,23.425,ferrari
sainz,15,2,15:22:41,26.283,2023,9,sainz,26.283,ferrari
alonso,15,2,15:22:48,22.371,2023,9,alonso,22.371,aston_martin
stroll,15,2,15:22:54,24.332,2023,9,stroll,24.332,aston_martin
bottas,21,2,15:30:27,31.785,2023,9,bottas,31.785,alfa
piastri,22,3,15:31:40,29.912,2023,9,piastri,29.912,mclaren
tsunoda,23,3,15:32:50,27.286,2023,9,tsunoda,27.286,alphatauri
max_verstappen,24,2,15:33:13,21.365,2023,9,maxverstappen,21.365,red_bull
perez,25,2,15:34:47,21.655,2023,9,perez,21.655,red_bull
kevin_magnussen,34,3,15:46:08,22.250,2023,9,kevinmagnussen,22.25,haas
stroll,36,3,15:48:10,22.050,2023,9,stroll,22.05,aston_martin
de_vries,37,3,15:49:41,21.074,2023,9,devries,21.074,alphatauri
zhou,38,3,15:50:48,21.910,2023,9,zhou,21.91,alfa
ocon,40,3,15:52:55,30.427,2023,9,ocon,30.427,alpine
bottas,40,3,15:53:22,21.975,2023,9,bottas,21.975,alfa
norris,41,3,15:53:39,22.088,2023,9,norris,22.088,mclaren
russell,41,3,15:53:57,21.702,2023,9,russell,21.702,mercedes
albon,41,3,15:54:04,27.683,2023,9,albon,27.683,williams
piastri,41,4,15:54:36,22.313,2023,9,piastri,22.313,mclaren
hamilton,42,3,15:54:50,27.724,2023,9,hamilton,27.724,mercedes
sargeant,43,3,15:56:40,21.543,2023,9,sargeant,21.543,williams
tsunoda,43,4,15:56:56,21.392,2023,9,tsunoda,21.392,alphatauri
alonso,44,3,15:57:15,21.993,2023,9,alonso,21.993,aston_martin
gasly,44,3,15:57:30,27.804,2023,9,gasly,27.804,alpine
sainz,45,3,15:58:10,28.583,2023,9,sainz,28.583,ferrari
leclerc,47,3,16:00:26,21.470,2023,9,leclerc,21.47,ferrari
max_verstappen,49,3,16:02:31,21.641,2023,9,maxverstappen,21.641,red_bull
perez,50,3,16:04:07,21.267,2023,9,perez,21.267,red_bull
stroll,54,4,16:09:28,21.837,2023,9,stroll,21.837,aston_martin
max_verstappen,69,4,16:25:43,21.328,2023,9,maxverstappen,21.328,red_bull
hulkenberg,7,1,15:14:17,41.972,2023,10,hulkenberg,41.972,haas
tsunoda,14,1,15:25:15,28.353,2023,10,tsunoda,28.353,alphatauri
leclerc,18,1,15:31:08,28.244,2023,10,leclerc,28.244,ferrari
zhou,24,1,15:40:56,29.177,2023,10,zhou,29.177,alfa
sainz,26,1,15:43:36,28.869,2023,10,sainz,28.869,ferrari
de_vries,27,1,15:45:34,28.242,2023,10,devries,28.242,alphatauri
russell,28,1,15:46:37,29.455,2023,10,russell,29.455,mercedes
perez,28,1,15:46:50,28.060,2023,10,perez,28.06,red_bull
piastri,29,1,15:48:05,28.655,2023,10,piastri,28.655,mclaren
sargeant,29,1,15:48:37,28.847,2023,10,sargeant,28.847,williams
gasly,31,1,15:51:30,28.458,2023,10,gasly,28.458,alpine
stroll,31,1,15:51:39,28.561,2023,10,stroll,28.561,aston_martin
albon,32,1,15:53:10,29.634,2023,10,albon,29.634,williams
leclerc,32,2,15:53:11,28.805,2023,10,leclerc,28.805,ferrari
bottas,32,1,15:53:38,29.662,2023,10,bottas,29.662,alfa
tsunoda,32,2,15:53:48,28.603,2023,10,tsunoda,28.603,alphatauri
de_vries,32,2,15:53:55,28.413,2023,10,devries,28.413,alphatauri
hulkenberg,32,2,15:54:11,30.003,2023,10,hulkenberg,30.003,haas
max_verstappen,33,1,15:54:29,29.056,2023,10,maxverstappen,29.056,red_bull
norris,33,1,15:54:43,28.438,2023,10,norris,28.438,mclaren
hamilton,33,1,15:54:58,29.169,2023,10,hamilton,29.169,mercedes
alonso,33,1,15:55:09,28.679,2023,10,alonso,28.679,aston_martin
zhou,33,2,15:56:08,28.709,2023,10,zhou,28.709,alfa
zhou,36,3,16:02:39,34.374,2023,10,zhou,34.374,alfa
albon,8,1,15:14:47,22.076,2023,11,albon,22.076,williams
stroll,9,1,15:16:10,21.910,2023,11,stroll,21.91,aston_martin
tsunoda,9,1,15:16:10,26.170,2023,11,tsunoda,26.17,alphatauri
bottas,9,1,15:16:11,22.114,2023,11,bottas,22.114,alfa
zhou,10,1,15:17:40,29.211,2023,11,zhou,29.211,alfa
sargeant,13,1,15:21:59,24.001,2023,11,sargeant,24.001,williams
kevin_magnussen,14,1,15:23:24,22.753,2023,11,kevinmagnussen,22.753,haas
sainz,15,1,15:24:37,21.402,2023,11,sainz,21.402,ferrari
hamilton,16,1,15:25:56,21.974,2023,11,hamilton,21.974,mercedes
hulkenberg,16,1,15:26:11,22.922,2023,11,hulkenberg,22.922,haas
norris,17,1,15:27:16,21.541,2023,11,norris,21.541,mclaren
leclerc,17,1,15:27:23,28.404,2023,11,leclerc,28.404,ferrari
piastri,18,1,15:28:39,21.171,2023,11,piastri,21.171,mclaren
ricciardo,18,1,15:29:10,21.958,2023,11,ricciardo,21.958,alphatauri
alonso,20,1,15:31:46,22.916,2023,11,alonso,22.916,aston_martin
max_verstappen,23,1,15:35:32,21.407,2023,11,maxverstappen,21.407,red_bull
perez,24,1,15:37:20,21.862,2023,11,perez,21.862,red_bull
russell,28,1,15:43:20,21.886,2023,11,russell,21.886,mercedes
ricciardo,29,2,15:45:13,22.203,2023,11,ricciardo,22.203,alphatauri
albon,31,2,15:47:54,21.762,2023,11,albon,21.762,williams
stroll,34,2,15:52:02,22.403,2023,11,stroll,22.403,aston_martin
sargeant,34,2,15:52:24,22.197,2023,11,sargeant,22.197,williams
hulkenberg,38,2,15:57:58,21.955,2023,11,hulkenberg,21.955,haas
zhou,38,2,15:58:02,22.853,2023,11,zhou,22.853,alfa
bottas,40,2,16:00:39,23.242,2023,11,bottas,23.242,alfa
kevin_magnussen,41,2,16:02:32,22.152,2023,11,kevinmagnussen,22.152,haas
piastri,42,2,16:02:48,22.030,2023,11,piastri,22.03,mclaren
perez,42,2,16:02:51,20.880,2023,11,perez,20.88,red_bull
leclerc,43,2,16:04:31,21.452,2023,11,leclerc,21.452,ferrari
alonso,43,2,16:04:39,24.152,2023,11,alonso,24.152,aston_martin
norris,44,2,16:05:28,21.430,2023,11,norris,21.43,mclaren
sainz,44,2,16:05:56,22.051,2023,11,sainz,22.051,ferrari
tsunoda,44,2,16:06:33,21.181,2023,11,tsunoda,21.181,alphatauri
russell,46,2,16:08:49,21.675,2023,11,russell,21.675,mercedes
hamilton,49,2,16:12:41,21.728,2023,11,hamilton,21.728,mercedes
max_verstappen,51,2,16:14:53,21.680,2023,11,maxverstappen,21.68,red_bull
norris,5,1,15:13:27,25.012,2023,12,norris,25.012,mclaren
kevin_magnussen,5,1,15:13:30,23.638,2023,12,kevinmagnussen,23.638,haas
ricciardo,5,1,15:13:31,22.843,2023,12,ricciardo,22.843,alphatauri
ocon,6,1,15:15:23,23.085,2023,12,ocon,23.085,alpine
bottas,6,1,15:15:24,23.362,2023,12,bottas,23.362,alfa
albon,7,1,15:17:14,25.015,2023,12,albon,25.015,williams
sainz,7,1,15:17:20,23.303,2023,12,sainz,23.303,ferrari
zhou,7,1,15:17:21,24.449,2023,12,zhou,24.449,alfa
sargeant,8,1,15:19:14,23.570,2023,12,sargeant,23.57,williams
tsunoda,9,1,15:20:59,22.610,2023,12,tsunoda,22.61,alphatauri
alonso,10,1,15:22:48,23.085,2023,12,alonso,23.085,aston_martin
hamilton,12,1,15:26:27,23.090,2023,12,hamilton,23.09,mercedes
hulkenberg,12,1,15:26:56,24.571,2023,12,hulkenberg,24.571,haas
perez,13,1,15:28:09,23.684,2023,12,perez,23.684,red_bull
leclerc,13,1,15:28:16,23.224,2023,12,leclerc,23.224,ferrari
max_verstappen,14,1,15:30:04,22.887,2023,12,maxverstappen,22.887,red_bull
norris,17,2,15:36:37,23.744,2023,12,norris,23.744,mclaren
stroll,20,1,15:42:12,25.397,2023,12,stroll,25.397,aston_martin
russell,22,1,15:46:00,23.837,2023,12,russell,23.837,mercedes
ricciardo,22,2,15:46:18,23.290,2023,12,ricciardo,23.29,alphatauri
gasly,23,1,15:48:00,25.664,2023,12,gasly,25.664,alpine
albon,23,2,15:48:02,23.596,2023,12,albon,23.596,williams
tsunoda,24,2,15:49:52,22.737,2023,12,tsunoda,22.737,alphatauri
bottas,24,2,15:50:02,23.786,2023,12,bottas,23.786,alfa
hulkenberg,24,2,15:50:04,25.238,2023,12,hulkenberg,25.238,haas
sargeant,24,2,15:50:09,23.938,2023,12,sargeant,23.938,williams
ocon,25,2,15:51:50,23.339,2023,12,ocon,23.339,alpine
kevin_magnussen,25,2,15:51:55,23.572,2023,12,kevinmagnussen,23.572,haas
zhou,25,2,15:52:01,24.045,2023,12,zhou,24.045,alfa
hamilton,27,2,15:55:00,23.023,2023,12,hamilton,23.023,mercedes
leclerc,28,2,15:56:48,23.148,2023,12,leclerc,23.148,ferrari
perez,29,2,15:58:34,22.710,2023,12,perez,22.71,red_bull
alonso,29,2,15:59:01,23.798,2023,12,alonso,23.798,aston_martin
max_verstappen,30,2,16:00:16,23.012,2023,12,maxverstappen,23.012,red_bull
albon,33,3,16:07:06,23.529,2023,12,albon,23.529,williams
sargeant,34,3,16:09:09,23.109,2023,12,sargeant,23.109,williams
hamilton,42,3,16:23:05,23.156,2023,12,hamilton,23.156,mercedes
perez,1,1,15:04:43,22.666,2023,13,perez,22.666,red_bull
leclerc,1,1,15:04:46,32.686,2023,13,leclerc,32.686,ferrari
gasly,1,1,15:04:47,28.469,2023,13,gasly,28.469,alpine
zhou,1,1,15:04:49,23.088,2023,13,zhou,23.088,alfa
tsunoda,1,1,15:04:50,32.321,2023,13,tsunoda,32.321,alphatauri
lawson,1,1,15:04:53,42.641,2023,13,lawson,42.641,alphatauri
kevin_magnussen,1,1,15:04:55,31.341,2023,13,kevinmagnussen,31.341,haas
max_verstappen,2,1,15:06:25,20.379,2023,13,maxverstappen,20.379,red_bull
alonso,2,1,15:06:26,20.647,2023,13,alonso,20.647,aston_martin
sainz,2,1,15:06:31,20.973,2023,13,sainz,20.973,ferrari
ocon,2,1,15:06:39,22.534,2023,13,ocon,22.534,alpine
norris,3,1,15:08:18,20.170,2023,13,norris,20.17,mclaren
hamilton,3,1,15:08:35,20.266,2023,13,hamilton,20.266,mercedes
russell,4,1,15:10:00,21.201,2023,13,russell,21.201,mercedes
stroll,4,1,15:10:16,20.036,2023,13,stroll,20.036,aston_martin
kevin_magnussen,9,2,15:16:59,20.137,2023,13,kevinmagnussen,20.137,haas
hamilton,9,2,15:17:26,19.970,2023,13,hamilton,19.97,mercedes
stroll,9,2,15:17:44,20.208,2023,13,stroll,20.208,aston_martin
zhou,10,2,15:18:09,20.231,2023,13,zhou,20.231,alfa
alonso,10,2,15:18:10,20.109,2023,13,alonso,20.109,aston_martin
sainz,10,2,15:18:16,19.511,2023,13,sainz,19.511,ferrari
tsunoda,10,2,15:18:24,18.904,2023,13,tsunoda,18.904,alphatauri
ocon,10,2,15:18:26,19.795,2023,13,ocon,19.795,alpine
norris,10,2,15:18:33,20.395,2023,13,norris,20.395,mclaren
lawson,10,2,15:18:37,30.836,2023,13,lawson,30.836,alphatauri
russell,10,2,15:18:55,20.148,2023,13,russell,20.148,mercedes
max_verstappen,11,2,15:19:24,19.289,2023,13,maxverstappen,19.289,red_bull
gasly,11,2,15:19:34,19.518,2023,13,gasly,19.518,alpine
leclerc,11,2,15:19:46,27.202,2023,13,leclerc,27.202,ferrari
perez,12,2,15:20:46,19.460,2023,13,perez,19.46,red_bull
piastri,15,1,15:25:18,18.979,2023,13,piastri,18.979,mclaren
bottas,16,1,15:27:09,20.187,2023,13,bottas,20.187,alfa
hulkenberg,16,1,15:27:10,20.438,2023,13,hulkenberg,20.438,haas
russell,16,3,15:27:30,19.607,2023,13,russell,19.607,mercedes
stroll,16,3,15:27:53,19.653,2023,13,stroll,19.653,aston_martin
lawson,17,3,15:29:22,19.600,2023,13,lawson,19.6,alphatauri
stroll,34,4,15:53:38,19.923,2023,13,stroll,19.923,aston_martin
kevin_magnussen,35,3,15:54:48,20.510,2023,13,kevinmagnussen,20.51,haas
zhou,37,3,15:57:19,20.469,2023,13,zhou,20.469,alfa
sainz,41,3,16:02:07,19.398,2023,13,sainz,19.398,ferrari
norris,42,3,16:03:37,18.878,2023,13,norris,18.878,mclaren
ocon,43,3,16:04:50,19.024,2023,13,ocon,19.024,alpine
albon,44,1,16:06:01,19.667,2023,13,albon,19.667,williams
perez,45,3,16:06:58,18.789,2023,13,perez,18.789,red_bull
hamilton,45,3,16:07:26,19.327,2023,13,hamilton,19.327,mercedes
gasly,46,3,16:08:21,25.404,2023,13,gasly,25.404,alpine
