season,round,race_name,circuit,driver_join_id,pit_lap,stop_number,pit_stop_time_s,constructor,safety_car_pit_lap,race_q95_stop,abnormal_stop_proxy,constructor_n,circuit_n,pred_simple,pred_adjusted,residual_simple,residual_adjusted
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,norris,2,1,21.407,mclaren,0,27.0872,1,270,60,23.410625150660657,23.151800031758672,-2.003625150660657,-1.7448000317586718
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,norris,3,2,22.551,mclaren,0,27.0872,1,270,60,23.410625150660657,22.844387125959386,-0.8596251506606585,-0.2933871259593879
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,norris,22,3,26.952,mclaren,0,27.0872,1,270,60,23.410625150660657,23.85726601215405,3.541374849339345,3.0947339878459523
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ocon,2,1,21.275,alpine,0,27.0872,1,249,60,23.62938218744925,23.539325921995644,-2.35438218744925,-2.2643259219956455
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ocon,3,2,22.24,alpine,0,27.0872,1,249,60,23.62938218744925,23.231913016196355,-1.3893821874492502,-0.9919130161963565
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ocon,22,3,27.033,alpine,0,27.0872,1,249,60,23.62938218744925,24.244791902391018,3.4036178125507526,2.788208097608983
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,perez,2,1,21.89,red_bull,0,27.0872,1,292,60,23.35989949294445,22.670833265132273,-1.4698994929444495,-0.7808332651322729
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,perez,3,2,22.1,red_bull,0,27.0872,1,292,60,23.35989949294445,22.363420359332984,-1.2598994929444487,-0.2634203593329829
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,perez,51,3,26.607,red_bull,0,27.0872,1,292,60,23.35989949294445,23.900487824205673,3.247100507055549,2.7065121757943267
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ricciardo,2,1,21.965,mclaren,0,27.0872,1,270,60,23.410625150660657,23.151800031758672,-1.445625150660657,-1.186800031758672
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ricciardo,3,2,22.355,mclaren,0,27.0872,1,270,60,23.410625150660657,22.844387125959386,-1.0556251506606564,-0.4893871259593858
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,ricciardo,41,3,28.639,mclaren,0,27.0872,1,270,60,23.410625150660657,24.200699908529305,5.2283748493393425,4.438300091470694
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,russell,2,1,23.532,williams,0,27.0872,1,271,60,24.658894422135152,23.73892681814416,-1.1268944221351518,-0.20692681814416147
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,russell,3,2,22.755,williams,0,27.0872,1,271,60,24.658894422135152,23.431513912344872,-1.9038944221351528,-0.6765139123448733
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,russell,28,3,26.843,williams,0,27.0872,1,271,60,24.658894422135152,24.552845607921196,2.184105577864848,2.2901543920788043
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,sainz,2,1,22.029,ferrari,0,27.0872,1,259,60,23.43702977125106,23.070750048728023,-1.4080297712510585,-1.041750048728023
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,sainz,3,2,22.244,ferrari,0,27.0872,1,259,60,23.43702977125106,22.763337142928734,-1.1930297712510587,-0.5193371429287339
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,sainz,21,3,25.892,ferrari,0,27.0872,1,259,60,23.43702977125106,23.75814056089312,2.454970228748941,2.133859439106878
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,stroll,2,1,22.264,aston_martin,0,27.0872,1,271,60,23.624925561269905,23.437102308634568,-1.3609255612699052,-1.1731023086345687
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,stroll,3,2,22.176,aston_martin,0,27.0872,1,271,60,23.624925561269905,23.12968940283528,-1.4489255612699061,-0.9536894028352805
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,stroll,39,3,26.027,aston_martin,0,27.0872,1,271,60,23.624925561269905,24.449851248944647,2.4020744387300965,1.5771487510553541
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,tsunoda,2,1,22.266,alphatauri,0,27.0872,1,202,60,23.147245820800602,23.309160366893273,-0.8812458208006042,-1.0431603668932752
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,tsunoda,3,2,22.542,alphatauri,0,27.0872,1,202,60,23.147245820800602,23.001747461093984,-0.6052458208006009,-0.4597474610939827
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,tsunoda,21,3,26.202,alphatauri,0,27.0872,1,202,60,23.147245820800602,23.996550879058372,3.0547541791993993,2.20544912094163
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,vettel,2,1,21.398,aston_martin,0,27.0872,1,271,60,23.624925561269905,23.437102308634568,-2.226925561269905,-2.0391023086345683
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,vettel,3,2,21.75,aston_martin,0,27.0872,1,271,60,23.624925561269905,23.12968940283528,-1.8749255612699045,-1.3796894028352789
2021,3,Portuguese Grand Prix,Autódromo Internacional do Algarve,vettel,22,3,26.62,aston_martin,0,27.0872,1,271,60,23.624925561269905,24.142568289029942,2.9950744387300965,2.477431710970059
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,alonso,21,1,22.043,alpine,0,26.945999999999998,1,249,172,22.590629105771303,22.84678060317317,-0.5476291057713034,-0.8037806031731698
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,alonso,61,2,23.479,alpine,0,26.945999999999998,1,249,172,22.590629105771303,23.244310958354674,0.8883708942286965,0.2346890416453249
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,bottas,23,1,22.311,mercedes,0,26.945999999999998,1,278,172,22.769311761952277,22.623052991824988,-0.4583117619522774,-0.3120529918249879
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,bottas,53,2,21.638,mercedes,0,26.945999999999998,1,278,172,22.769311761952277,22.839828664703724,-1.1313117619522757,-1.2018286647037222
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,gasly,18,1,28.042,alphatauri,0,26.945999999999998,1,202,172,22.10849273912266,22.56238864337997,5.933507260877342,5.479611356620033
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,gasly,47,2,26.065,alphatauri,0,26.945999999999998,1,202,172,22.10849273912266,22.76108884802843,3.9565072608773413,3.3039111519715725
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,giovinazzi,8,1,54.673,alfa,0,26.945999999999998,1,194,172,22.56508794635631,22.726723931010124,32.10791205364369,31.946276068989878
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,giovinazzi,39,2,22.871,alfa,0,26.945999999999998,1,194,172,22.56508794635631,22.961575072119135,0.3059120536436879,-0.09057507211913673
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,hamilton,28,1,22.22,mercedes,0,26.945999999999998,1,278,172,22.769311761952277,22.71343033297637,-0.5493117619522785,-0.49343033297637007
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,hamilton,42,2,22.078,mercedes,0,26.945999999999998,1,278,172,22.769311761952277,22.64099851417068,-0.691311761952278,-0.5629985141706797
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,latifi,9,1,26.672,williams,0,26.945999999999998,1,271,172,23.620141340457206,22.829475880558363,3.051858659542795,3.842524119441638
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,latifi,27,2,21.424,williams,0,26.945999999999998,1,271,172,23.620141340457206,22.82934593467378,-2.1961413404572063,-1.4053459346737789
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,latifi,50,3,22.405,williams,0,26.945999999999998,1,271,172,23.620141340457206,23.91452669378955,-1.2151413404572047,-1.5095266937895495
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,leclerc,28,1,21.613,ferrari,0,26.945999999999998,1,259,172,22.398276689573112,22.504733007517483,-0.7852766895731129,-0.8917330075174839
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,leclerc,58,2,22.292,ferrari,0,26.945999999999998,1,259,172,22.398276689573112,22.72150868039622,-0.10627668957311087,-0.4295086803962178
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,maxverstappen,24,1,23.565,red_bull,0,26.945999999999998,1,292,172,22.321146411266504,22.032514351000625,1.2438535887334972,1.5324856489993763
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,maxverstappen,60,2,21.592,red_bull,0,26.945999999999998,1,292,172,22.321146411266504,22.35774283326102,-0.7291464112665054,-0.7657428332610223
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mazepin,22,1,23.098,haas,0,26.945999999999998,1,272,172,23.768691072388854,23.679040207029182,-0.6706910723888555,-0.5810402070291829
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mazepin,42,2,22.502,haas,0,26.945999999999998,1,272,172,23.768691072388854,23.715061197605152,-1.2666910723888556,-1.2130611976051533
2021,4,Spanish Grand Prix,Circuit de Barcelona-Catalunya,mickschumacher,23,1,24.006,haas,0,26.945999999999998,1,272,172,23.768691072388854,23.69711567525946,0.23730892761114575,0.3088843247405393
