term,estimate,std.error,statistic,p.value,conf.low,conf.high
(Intercept),16.09759253095271,0.8033978677892969,20.036887296263703,1.1796204746058117e-81,14.522024547807915,17.673160514097507
circuitAutodromo Enzo e Dino Ferrari,14.897734182318311,1.0029012174761898,14.85463764797155,1.8144619777961197e-47,12.930914114870939,16.864554249765686
circuitAutódromo Hermanos Rodríguez,1.1097171044641885,0.955433916507379,1.1614797060175517,0.24558308499788317,-0.7640133959688358,2.9834476048972127
circuitAutódromo José Carlos Pace,-1.069427636189161,0.9113166487288444,-1.1734973103814779,0.2407337613787883,-2.8566384215438347,0.7177831491655124
circuitAutodromo Nazionale di Monza,9.156631730485586,0.8895554521673512,10.293491775218705,2.9326619876496628e-24,7.412097489284004,10.901165971687169
circuitBahrain International Circuit,10.031583726546753,0.7933304815542821,12.644898891182162,2.45376475577262e-35,8.475759200612629,11.587408252480877
circuitBaku City Circuit,5.750829937621444,0.9232356203181932,6.2289948644306214,5.687867579370751e-10,3.94024449472646,7.5614153805164275
circuitCircuit de Barcelona-Catalunya,6.492132272976078,0.8070669089513841,8.044106629785201,1.4602332076474001e-15,4.9093688216633975,8.074895724288758
circuitCircuit de Monaco,2.430908325439089,1.00454372529652,2.419912905952936,0.015611321699189355,0.46086708597031434,4.400949564907863
circuitCircuit de Spa-Francorchamps,7.375492926591475,0.8399902224372606,8.780450926192007,3.3811895662998613e-18,5.728162564278489,9.022823288904462
circuitCircuit Gilles Villeneuve,10.196389690913332,0.8437098495890353,12.085185085702053,1.5974936372086712e-32,8.541764654710187,11.851014727116477
circuitCircuit of the Americas,9.003769401421051,0.863638010237602,10.42539732467768,7.913845238816132e-25,7.310062643520976,10.697476159321125
circuitCircuit Park Zandvoort,1.2463238924940196,0.8307307720413042,1.5002741374699577,0.1336985292437095,-0.38284748014485825,2.8754952651328978
circuitCircuit Paul Ricard,22.121060629065386,1.2782726546521586,17.305432098979644,1.0550374277895088e-62,19.61420126442534,24.627919993705433
circuitHungaroring,6.213504626011084,0.8272843605962739,7.5107241499556885,8.749501158213293e-14,4.591092115633661,7.835917136388508
circuitJeddah Corniche Circuit,6.692278316328884,0.9603320616249607,6.96871278566395,4.304139269078725e-12,4.808941914594062,8.575614718063706
circuitLas Vegas Strip Street Circuit,5.703900655255739,0.9359847613458538,6.094010170693476,1.3135156529419418e-9,3.8683124842964487,7.53948882621503
circuitLosail International Circuit,12.876936885472468,0.8359185231680316,15.404535883079143,9.929002595584099e-51,11.237591656382754,14.51628211456218
circuitMarina Bay Street Circuit,15.315824356029996,0.929935545459266,16.469769792987094,2.6133371902349446e-57,13.492099486252055,17.139549225807936
circuitMiami International Autodrome,6.145910135671903,0.9167376348975843,6.704110207451567,2.615973669939749e-11,4.348068089534773,7.943752181809033
circuitRed Bull Ring,5.982885759894745,0.7975668131737587,7.501422653341153,9.37548984782479e-14,4.418753235230181,7.547018284559309
circuitShanghai International Circuit,7.279129992606715,1.0952041942079358,6.646367892949009,3.845622761607904e-11,5.131291751327645,9.426968233885786
circuitSilverstone Circuit,13.372619303630975,0.9330165645669036,14.332670835097556,1.850822245161163e-44,11.542852153612971,15.202386453648979
circuitSuzuka Circuit,7.852864941923246,1.298038788654823,6.049792202328011,1.7215408207498535e-9,5.307241610967427,10.398488272879066
circuitYas Marina Circuit,6.630318555619187,0.8609520180430096,7.701147586238614,2.089954466197188e-14,4.941879378670531,8.318757732567844
constructoralphatauri,-0.24324199356319537,0.6667617133516802,-0.364810979233444,0.715290415725373,-1.550848660275425,1.0643646731490344
constructoralpine,0.10477839315042718,0.6189891725949841,0.1692733860128206,0.8655984325694446,-1.109140091519638,1.3186968778204924
constructoraston_martin,-0.1552430848325125,0.6113510465555677,-0.25393443866199705,0.799571861839201,-1.354182208315021,1.0436960386499958
constructorferrari,-0.277060576215043,0.6157774773773069,-0.4499361967493315,0.6528043693205254,-1.484680507752878,0.9305593553227921
constructorhaas,0.973776137200113,0.6081254724193202,1.6012750351109548,0.10947122521102376,-0.21883721478101492,2.166389489181241
constructormclaren,-0.3730133898368601,0.6099809678667606,-0.6115164398347888,0.5409260436835188,-1.569265610350092,0.8232388306763716
constructormercedes,-0.11862021357905478,0.6087820486789388,-0.19484840894448424,0.8455310738536164,-1.3125211972239244,1.0752807700658147
constructorrb,0.6907632894394735,0.813589211080182,0.8490320176718721,0.3959633396748783,-0.9047912468667592,2.286317825745706
constructorred_bull,-0.6730220791033313,0.6032193610654895,-1.1157169722048488,0.2646750334763725,-1.8560139069545665,0.5099697487479039
constructorsauber,2.6670436037610603,0.7991995490302426,3.3371435294192544,8.616782536444304e-4,1.0997090711704764,4.234378136351644
constructorwilliams,0.7251374462330867,0.6094924948429865,1.1897397463768473,0.23428748435734537,-0.47015681498283446,1.920431707449008
