season,round,race_name,circuit,driver_join_id,pit_lap,stop_number,pit_stop_time_s,constructor,safety_car_pit_lap,race_has_safety_car,race_safety_car_lap_share,race_q95_stop,abnormal_stop_proxy,constructor_n,circuit_n,pred_simple,pred_adjusted,residual_simple,residual_adjusted
2022,1,Bahrain Grand Prix,Bahrain International Circuit,latifi,45,3,24.658,williams,0,1,0.14844444444444443,27.365299999999998,1,209,150,26.85431370373255,26.86882078749264,-2.1963137037325495,-2.21082078749264
2022,1,Bahrain Grand Prix,Bahrain International Circuit,leclerc,15,1,25.012,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,25.673511560865602,-0.8401156812844199,-0.6615115608656019
2022,1,Bahrain Grand Prix,Bahrain International Circuit,leclerc,31,2,24.527,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,25.581854334902395,-1.3251156812844194,-1.0548543349023944
2022,1,Bahrain Grand Prix,Bahrain International Circuit,leclerc,46,3,24.613,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,26.177930339660406,-1.2391156812844208,-1.5649303396604068
2022,1,Bahrain Grand Prix,Bahrain International Circuit,maxverstappen,14,1,24.897,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.365253768690287,-0.5591541783961347,-0.468253768690289
2022,1,Bahrain Grand Prix,Bahrain International Circuit,maxverstappen,30,2,24.937,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.27359654272708,-0.519154178396132,-0.3365965427270794
2022,1,Bahrain Grand Prix,Bahrain International Circuit,maxverstappen,43,3,24.402,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.85908847401273,-1.0541541783961321,-1.4570884740127283
2022,1,Bahrain Grand Prix,Bahrain International Circuit,mickschumacher,12,1,25.214,haas,0,1,0.14844444444444443,27.365299999999998,1,212,150,27.102952394699578,26.963190328793083,-1.8889523946995794,-1.749190328793084
2022,1,Bahrain Grand Prix,Bahrain International Circuit,mickschumacher,35,2,25.586,haas,0,1,0.14844444444444443,27.365299999999998,1,212,150,27.102952394699578,26.908577359983134,-1.5169523946995795,-1.3225773599831356
2022,1,Bahrain Grand Prix,Bahrain International Circuit,norris,24,1,24.568,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,25.907138309712007,-1.1881628676626015,-1.3391383097120055
2022,1,Bahrain Grand Prix,Bahrain International Circuit,norris,41,2,27.367,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,25.82077312048498,1.610837132337398,1.5462268795150216
2022,1,Bahrain Grand Prix,Bahrain International Circuit,norris,45,3,24.975,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,26.358636721145007,-0.7811628676626015,-1.383636721145006
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ocon,14,1,30.484,alpine,0,1,0.14844444444444443,27.365299999999998,1,193,150,26.23395465064989,26.160455460240943,4.250045349350113,4.323544539759059
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ocon,30,2,25.393,alpine,0,1,0.14844444444444443,27.365299999999998,1,193,150,26.23395465064989,26.068798234277736,-0.8409546506498877,-0.6757982342777353
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ocon,43,3,24.233,alpine,0,1,0.14844444444444443,27.365299999999998,1,193,150,26.23395465064989,26.654290165563385,-2.000954650649888,-2.4212901655633843
2022,1,Bahrain Grand Prix,Bahrain International Circuit,perez,15,1,25.046,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.370545805426467,-0.4101541783961338,-0.3245458054264674
2022,1,Bahrain Grand Prix,Bahrain International Circuit,perez,33,2,24.173,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.289472652935622,-1.2831541783961349,-1.1164726529356237
2022,1,Bahrain Grand Prix,Bahrain International Circuit,perez,43,3,24.947,red_bull,0,1,0.14844444444444443,27.365299999999998,1,220,150,25.456154178396133,25.85908847401273,-0.509154178396134,-0.9120884740127302
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ricciardo,17,1,24.915,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,25.870094052558745,-0.8411628676626037,-0.9550940525587457
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ricciardo,33,2,24.885,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,25.778436826595538,-0.8711628676626013,-0.8934368265955364
2022,1,Bahrain Grand Prix,Bahrain International Circuit,ricciardo,44,3,25.139,mclaren,0,1,0.14844444444444443,27.365299999999998,1,208,150,25.756162867662603,26.353344684408828,-0.6171628676626035,-1.2143446844088288
2022,1,Bahrain Grand Prix,Bahrain International Circuit,russell,15,1,25.888,mercedes,0,1,0.14844444444444443,27.365299999999998,1,210,150,26.01055604392041,25.951592423033723,-0.12255604392040809,-0.0635924230337217
2022,1,Bahrain Grand Prix,Bahrain International Circuit,russell,33,2,25.334,mercedes,0,1,0.14844444444444443,27.365299999999998,1,210,150,26.01055604392041,25.87051927054288,-0.6765560439204101,-0.536519270542879
2022,1,Bahrain Grand Prix,Bahrain International Circuit,russell,45,3,25.574,mercedes,0,1,0.14844444444444443,27.365299999999998,1,210,150,26.01055604392041,26.450719165092345,-0.43655604392040814,-0.8767191650923429
2022,1,Bahrain Grand Prix,Bahrain International Circuit,sainz,14,1,24.666,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,25.668219524129423,-1.18611568128442,-1.0022195241294227
2022,1,Bahrain Grand Prix,Bahrain International Circuit,sainz,33,2,24.438,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,25.592438408374754,-1.4141156812844216,-1.1544384083747552
2022,1,Bahrain Grand Prix,Bahrain International Circuit,sainz,44,3,24.287,ferrari,0,1,0.14844444444444443,27.365299999999998,1,198,150,25.85211568128442,26.167346266188044,-1.5651156812844214,-1.8803462661880452
2022,1,Bahrain Grand Prix,Bahrain International Circuit,stroll,18,1,25.739,aston_martin,0,1,0.14844444444444443,27.365299999999998,1,206,150,25.97393317266695,26.041258673216866,-0.23493317266694902,-0.3022586732168655
2022,1,Bahrain Grand Prix,Bahrain International Circuit,stroll,38,2,26.957,aston_martin,0,1,0.14844444444444443,27.365299999999998,1,206,150,25.97393317266695,25.97076959419838,0.983066827333051,0.9862304058016207
2022,1,Bahrain Grand Prix,Bahrain International Circuit,stroll,45,3,25.039,aston_martin,0,1,0.14844444444444443,27.365299999999998,1,206,150,25.97393317266695,26.52450930506695,-0.9349331726669483,-1.4855093050669481
2022,1,Bahrain Grand Prix,Bahrain International Circuit,tsunoda,15,1,26.095,alphatauri,0,1,0.14844444444444443,27.365299999999998,1,138,150,25.885934263936267,25.76123642668983,0.20906573606373158,0.3337635733101685
2022,1,Bahrain Grand Prix,Bahrain International Circuit,tsunoda,29,2,24.35,alphatauri,0,1,0.14844444444444443,27.365299999999998,1,138,150,25.885934263936267,25.658995127254265,-1.5359342639362659,-1.3089951272542635
2022,1,Bahrain Grand Prix,Bahrain International Circuit,tsunoda,44,3,24.188,alphatauri,0,1,0.14844444444444443,27.365299999999998,1,138,150,25.885934263936267,26.255071132012272,-1.6979342639362685,-2.0670711320122734
2022,1,Bahrain Grand Prix,Bahrain International Circuit,zhou,15,1,25.428,alfa,0,1,0.14844444444444443,27.365299999999998,1,133,150,26.129176257499463,26.34896156162701,-0.701176257499462,-0.9209615616270099
2022,1,Bahrain Grand Prix,Bahrain International Circuit,zhou,37,2,25.291,alfa,0,1,0.14844444444444443,27.365299999999998,1,133,150,26.129176257499463,26.289056556080887,-0.8381762574994625,-0.9980565560808863
2022,1,Bahrain Grand Prix,Bahrain International Circuit,zhou,45,3,28.647,alfa,0,1,0.14844444444444443,27.365299999999998,1,133,150,26.129176257499463,26.848088303685632,2.5178237425005356,1.7989116963143665
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,albon,13,1,20.683,williams,0,1,0.23170731707317074,23.91139999999998,1,209,61,23.515008293514683,22.3840568203204,-2.832008293514683,-1.7010568203203995
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,alonso,16,1,21.543,alpine,0,1,0.23170731707317074,23.91139999999998,1,193,61,22.89464924043202,22.19598638207204,-1.351649240432021,-0.6529863820720401
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,bottas,16,1,22.561,alfa,0,1,0.23170731707317074,23.91139999999998,1,133,61,22.789870847281595,22.379200446721928,-0.2288708472815948,0.18179955327807207
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,bottas,35,2,22.71,alfa,0,1,0.23170731707317074,23.91139999999998,1,133,61,22.789870847281595,22.303419330967262,-0.07987084728159388,0.4065806690327385
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,gasly,15,1,22.82,alphatauri,0,1,0.23170731707317074,23.91139999999998,1,138,61,22.5466288537184,21.786183275048568,0.2733711462816011,1.033816724951432
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,hamilton,40,1,21.788,mercedes,0,1,0.23170731707317074,23.91139999999998,1,210,61,22.671250633702538,22.10884018979697,-0.8832506337025379,-0.3208401897969715
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,hulkenberg,37,1,21.425,aston_martin,0,1,0.23170731707317074,23.91139999999998,1,206,61,22.63462776244908,22.166754219563032,-1.209627762449081,-0.7417542195630311
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,kevinmagnussen,37,1,22.374,haas,0,1,0.23170731707317074,23.91139999999998,1,212,61,23.763646984481706,23.120438095556327,-1.3896469844817076,-0.7464380955563286
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,leclerc,16,1,21.038,ferrari,0,1,0.23170731707317074,23.91139999999998,1,198,61,22.512810271066552,21.70375044596052,-1.474810271066552,-0.6657504459605192
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,maxverstappen,16,1,20.731,red_bull,0,1,0.23170731707317074,23.91139999999998,1,220,61,22.11684876817826,21.400784690521387,-1.3858487681782599,-0.6697846905213858
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,norris,16,1,20.383,mclaren,0,1,0.23170731707317074,23.91139999999998,1,208,61,22.416857457444735,21.8897488641813,-2.0338574574447357,-1.5067488641813007
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ocon,16,1,21.141,alpine,0,1,0.23170731707317074,23.91139999999998,1,193,61,22.89464924043202,22.19598638207204,-1.753649240432022,-1.054986382072041
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,perez,15,1,20.481,red_bull,0,1,0.23170731707317074,23.91139999999998,1,220,61,22.11684876817826,21.395492653785208,-1.6358487681782599,-0.9144926537852065
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,ricciardo,8,1,20.65,mclaren,0,1,0.23170731707317074,23.91139999999998,1,208,61,22.416857457444735,21.84741257029186,-1.7668574574447362,-1.1974125702918599
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,russell,16,1,21.415,mercedes,0,1,0.23170731707317074,23.91139999999998,1,210,61,22.671250633702538,21.981831308128644,-1.256250633702539,-0.5668313081286449
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,sainz,16,1,21.521,ferrari,0,1,0.23170731707317074,23.91139999999998,1,198,61,22.512810271066552,21.70375044596052,-0.9918102710665515,-0.1827504459605187
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,stroll,13,1,22.339,aston_martin,0,1,0.23170731707317074,23.91139999999998,1,206,61,22.63462776244908,22.039745337894708,-0.29562776244908306,0.29925466210529095
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,zhou,16,1,33.734,alfa,0,1,0.23170731707317074,23.91139999999998,1,133,61,22.789870847281595,22.379200446721928,10.944129152718407,11.354799553278074
2022,2,Saudi Arabian Grand Prix,Jeddah Corniche Circuit,zhou,27,2,15.103,alfa,0,1,0.23170731707317074,23.91139999999998,1,133,61,22.789870847281595,22.26108303707782,-7.686870847281595,-7.158083037077821
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,albon,57,1,19.845,williams,0,1,0.1923444976076555,19.80915,1,209,70,16.822729977185798,19.160675468357905,3.022270022814201,0.6843245316420941
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,alonso,39,1,18.796,alpine,0,1,0.1923444976076555,19.80915,1,193,70,16.202370924103136,18.861472258649766,2.593629075896864,-0.06547225864976625
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,alonso,53,2,18.394,alpine,0,1,0.1923444976076555,19.80915,1,193,70,16.202370924103136,18.759230959214197,2.191629075896863,-0.36523095921419824
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,bottas,22,1,18.413,alfa,0,1,0.1923444976076555,19.80915,1,133,70,16.09759253095271,18.95472169878459,2.3154074690472903,-0.5417216987845883
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,gasly,21,1,18.926,alphatauri,0,1,0.1923444976076555,19.80915,1,138,70,15.854350537389514,18.36170452711123,3.071649462610484,0.5642954728887695
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,hamilton,22,1,17.877,mercedes,0,1,0.1923444976076555,19.80915,1,210,70,15.978972317373655,18.5573525601913,1.8980276826263438,-0.6803525601913023
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,kevinmagnussen,39,1,19.111,haas,0,1,0.1923444976076555,19.80915,1,212,70,17.07136866815282,19.674791200674267,2.039631331847179,-0.5637912006742667
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,latifi,13,1,18.552,williams,0,1,0.1923444976076555,19.80915,1,209,70,16.822729977185798,18.927825851965977,1.7292700228142017,-0.3758258519659776
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,latifi,23,2,17.936,williams,0,1,0.1923444976076555,19.80915,1,209,70,16.822729977185798,18.804416405585687,1.113270022814202,-0.8684164055856876
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,leclerc,22,1,17.973,ferrari,0,1,0.1923444976076555,19.80915,1,198,70,15.820531954737667,18.27927169802318,2.1524680452623315,-0.3062716980231812
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,maxverstappen,18,1,18.281,red_bull,0,1,0.1923444976076555,19.80915,1,220,70,15.424570451849378,17.955137795639324,2.8564295481506203,0.3258622043606749
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,mickschumacher,14,1,19.039,haas,0,1,0.1923444976076555,19.80915,1,212,70,17.07136866815282,19.54249028226976,1.9676313318471799,-0.5034902822697589
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,norris,20,1,17.556,mclaren,0,1,0.1923444976076555,19.80915,1,208,70,15.72457914111585,18.4546860427716,1.831420858884151,-0.8986860427715975
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ocon,17,1,19.128,alpine,0,1,0.1923444976076555,19.80915,1,193,70,16.202370924103136,18.7450474504538,2.9256290758968646,0.38295254954620006
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,perez,20,1,17.434,red_bull,0,1,0.1923444976076555,19.80915,1,220,70,15.424570451849378,17.965721869111682,2.0094295481506226,-0.5317218691116814
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,ricciardo,21,1,18.15,mclaren,0,1,0.1923444976076555,19.80915,1,208,70,15.72457914111585,18.45997807950778,2.4254208588841486,-0.30997807950778267
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,russell,23,1,18.479,mercedes,0,1,0.1923444976076555,19.80915,1,210,70,15.978972317373655,18.56264459692748,2.500027682626344,-0.08364459692748127
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,stroll,3,1,18.242,aston_martin,0,1,0.1923444976076555,19.80915,1,206,70,15.942349446120197,18.530594002178482,2.299650553879804,-0.2885940021784812
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,stroll,4,2,18.56,aston_martin,0,1,0.1923444976076555,19.80915,1,206,70,15.942349446120197,18.35955622517257,2.617650553879802,0.20044377482742703
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,stroll,23,3,20.402,aston_martin,0,1,0.1923444976076555,19.80915,1,206,70,15.942349446120197,18.9768003768753,4.459650553879804,1.4251996231247013
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,tsunoda,18,1,18.443,alphatauri,0,1,0.1923444976076555,19.80915,1,138,70,15.854350537389514,18.345828416902688,2.588649462610487,0.097171583097313885
2022,3,Australian Grand Prix,Albert Park Grand Prix Circuit,zhou,21,1,18.38,alfa,0,1,0.1923444976076555,19.80915,1,133,70,16.09759253095271,18.94942966204841,2.282407469047289,-0.5694296620484103
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,albon,17,1,30.793,williams,0,1,0.1068904593639576,36.00099999999999,1,209,52,31.720464159504107,31.492706133168635,-0.9274641595041082,-0.6997061331686361
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,bottas,18,1,40.957,alfa,0,1,0.1068904593639576,36.00099999999999,1,133,52,30.99532671327102,31.4772656860978,9.961673286728981,9.479734313902199
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,gasly,17,1,30.405,alphatauri,0,1,0.1068904593639576,36.00099999999999,1,138,52,30.752084719707824,30.884248514424446,-0.34708471970782284,-0.4792485144244445
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,hamilton,18,1,32.74,mercedes,0,1,0.1068904593639576,36.00099999999999,1,210,52,30.876706499691966,31.079896547504518,1.8632935003080355,1.660103452495484
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,kevinmagnussen,18,1,33.765,haas,0,1,0.1068904593639576,36.00099999999999,1,212,52,31.969102850471135,32.107370563472415,1.7958971495288658,1.6576294365275857
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,latifi,18,1,31.125,williams,0,1,0.1068904593639576,36.00099999999999,1,209,52,31.720464159504107,31.497998169904815,-0.5954641595041075,-0.3729981699048146
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,leclerc,19,1,31.794,ferrari,0,1,0.1068904593639576,36.00099999999999,1,198,52,30.718266137055977,30.807107722072573,1.0757338629440234,0.9868922779274278
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,leclerc,49,2,30.042,ferrari,0,1,0.1068904593639576,36.00099999999999,1,198,52,30.718266137055977,30.789539010415893,-0.6762661370559755,-0.7475390104158919
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,leclerc,53,3,36.56,ferrari,0,1,0.1068904593639576,36.00099999999999,1,198,52,30.718266137055977,31.327402611075918,5.841733862944025,5.232597388924084
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,maxverstappen,19,1,30.001,red_bull,0,1,0.1068904593639576,36.00099999999999,1,220,52,30.32230463416769,30.50414196663344,-0.3213046341676886,-0.5031419666334394
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,maxverstappen,51,2,29.942,red_bull,0,1,0.1068904593639576,36.00099999999999,1,220,52,30.32230463416769,30.49715732844912,-0.38030463416768967,-0.5551573284491198
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,mickschumacher,18,1,31.32,haas,0,1,0.1068904593639576,36.00099999999999,1,212,52,31.969102850471135,32.107370563472415,-0.6491028504711345,-0.7873705634724146
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,mickschumacher,52,2,30.984,haas,0,1,0.1068904593639576,36.00099999999999,1,212,52,31.969102850471135,32.11096999876045,-0.985102850471133,-1.1269699987604511
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,norris,19,1,30.07,mclaren,0,1,0.1068904593639576,36.00099999999999,1,208,52,30.622313323434163,30.993106140293357,-0.5523133234341628,-0.9231061402933562
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ocon,18,1,31.409,alpine,0,1,0.1068904593639576,36.00099999999999,1,193,52,31.100105106421445,31.294051621447913,0.3088948935785538,0.11494837855208573
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,perez,18,1,30.366,red_bull,0,1,0.1068904593639576,36.00099999999999,1,220,52,30.32230463416769,30.49884992989726,0.04369536583230982,-0.13284992989726163
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,perez,50,2,29.627,red_bull,0,1,0.1068904593639576,36.00099999999999,1,220,52,30.32230463416769,30.491865291712937,-0.695304634167691,-0.8648652917129382
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ricciardo,2,1,32.362,mclaren,0,1,0.1068904593639576,36.00099999999999,1,208,52,30.622313323434163,30.903141515778294,1.7396866765658388,1.4588584842217074
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ricciardo,16,2,30.422,mclaren,0,1,0.1068904593639576,36.00099999999999,1,208,52,30.622313323434163,30.800900216342725,-0.20031332343416253,-0.37890021634272486
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,ricciardo,30,3,30.155,mclaren,0,1,0.1068904593639576,36.00099999999999,1,208,52,30.622313323434163,31.391684184364557,-0.467313323434162,-1.236684184364556
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,russell,18,1,31.079,mercedes,0,1,0.1068904593639576,36.00099999999999,1,210,52,30.876706499691966,31.079896547504518,0.20229350030803417,-8.965475045172866e-4
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,stroll,18,1,32.667,aston_martin,0,1,0.1068904593639576,36.00099999999999,1,206,52,30.840083628438506,31.153686687479123,1.8269163715614951,1.5133133125208786
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,tsunoda,18,1,30.372,alphatauri,0,1,0.1068904593639576,36.00099999999999,1,138,52,30.752084719707824,30.889540551160625,-0.3800847197078241,-0.517540551160625
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,vettel,17,1,30.484,aston_martin,0,1,0.1068904593639576,36.00099999999999,1,206,52,30.840083628438506,31.148394650742944,-0.3560836284385047,-0.6643946507429419
2022,4,Emilia Romagna Grand Prix,Autodromo Enzo e Dino Ferrari,zhou,18,1,32.203,alfa,0,1,0.1068904593639576,36.00099999999999,1,133,52,30.99532671327102,31.4772656860978,1.2076732867289834,0.7257343139022012
